Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wochentag,FerienSH,Monat,value_prev_year
2013-07-11,Brötchen,569.109374584873,FALSE,0,21.375,12,Thursday,TRUE,7,569.109374584873
2013-07-11,Croissant,234.65807920749,FALSE,0,21.375,12,Thursday,TRUE,7,234.65807920749
2013-07-11,Konditorei,68.6330279122302,FALSE,0,21.375,12,Thursday,TRUE,7,68.6330279122302
2013-07-11,Kuchen,315.911756962233,FALSE,0,21.375,12,Thursday,TRUE,7,315.911756962233
2013-07-12,Brot,101.447511461298,FALSE,0,20.2875,7,Friday,TRUE,7,101.447511461298
2013-07-12,Brötchen,600.267914678783,FALSE,0,20.2875,7,Friday,TRUE,7,600.267914678783
2013-07-12,Croissant,290.199097765019,FALSE,0,20.2875,7,Friday,TRUE,7,290.199097765019
2013-07-12,Kuchen,362.802489634211,FALSE,0,20.2875,7,Friday,TRUE,7,362.802489634211
2013-07-13,Brot,141.233309883732,FALSE,1,20.125,12,Saturday,TRUE,7,141.233309883732
2013-07-13,Brötchen,747.140776382576,FALSE,1,20.125,12,Saturday,TRUE,7,747.140776382576
2013-07-13,Croissant,340.046632736531,FALSE,1,20.125,12,Saturday,TRUE,7,340.046632736531
2013-07-13,Konditorei,74.2744737887665,FALSE,1,20.125,12,Saturday,TRUE,7,74.2744737887665
2013-07-13,Kuchen,359.166188843392,FALSE,1,20.125,12,Saturday,TRUE,7,359.166188843392
2013-07-14,Brot,112.524365708762,FALSE,5,17.6875,15,Sunday,TRUE,7,112.524365708762
2013-07-14,Brötchen,777.048841669282,FALSE,5,17.6875,15,Sunday,TRUE,7,777.048841669282
2013-07-14,Croissant,320.626816189556,FALSE,5,17.6875,15,Sunday,TRUE,7,320.626816189556
2013-07-14,Konditorei,115.271617188867,FALSE,5,17.6875,15,Sunday,TRUE,7,115.271617188867
2013-07-14,Kuchen,461.082124524619,FALSE,5,17.6875,15,Sunday,TRUE,7,461.082124524619
2013-07-15,Brot,161.264677322182,FALSE,6,18.7375,12,Monday,TRUE,7,161.264677322182
2013-07-15,Brötchen,596.995099998235,FALSE,6,18.7375,12,Monday,TRUE,7,596.995099998235
2013-07-15,Croissant,243.526401440661,FALSE,6,18.7375,12,Monday,TRUE,7,243.526401440661
2013-07-15,Konditorei,99.4935305857439,FALSE,6,18.7375,12,Monday,TRUE,7,99.4935305857439
2013-07-15,Kuchen,380.68369651152,FALSE,6,18.7375,12,Monday,TRUE,7,380.68369651152
2013-07-16,Brot,116.821358174215,FALSE,1,21.1875,10,Tuesday,TRUE,7,116.821358174215
2013-07-16,Brötchen,558.797138274201,FALSE,1,21.1875,10,Tuesday,TRUE,7,558.797138274201
2013-07-16,Croissant,287.415464972525,FALSE,1,21.1875,10,Tuesday,TRUE,7,287.415464972525
2013-07-16,Konditorei,91.7796976081033,FALSE,1,21.1875,10,Tuesday,TRUE,7,91.7796976081033
2013-07-16,Kuchen,320.43533597922,FALSE,1,21.1875,10,Tuesday,TRUE,7,320.43533597922
2013-07-17,Brot,150.572919592838,FALSE,5,22.5125,8,Wednesday,TRUE,7,150.572919592838
2013-07-17,Brötchen,628.325718978073,FALSE,5,22.5125,8,Wednesday,TRUE,7,628.325718978073
2013-07-17,Croissant,301.777437970497,FALSE,5,22.5125,8,Wednesday,TRUE,7,301.777437970497
2013-07-17,Kuchen,396.99424714406,FALSE,5,22.5125,8,Wednesday,TRUE,7,396.99424714406
2013-07-18,Brot,101.90072129658,FALSE,1,23.25,11,Thursday,TRUE,7,101.90072129658
2013-07-18,Brötchen,647.822253705942,FALSE,1,23.25,11,Thursday,TRUE,7,647.822253705942
2013-07-18,Croissant,250.426586853024,FALSE,1,23.25,11,Thursday,TRUE,7,250.426586853024
2013-07-18,Konditorei,89.2058404577425,FALSE,1,23.25,11,Thursday,TRUE,7,89.2058404577425
2013-07-18,Kuchen,300.398790118057,FALSE,1,23.25,11,Thursday,TRUE,7,300.398790118057
2013-07-19,Brot,161.63511518654,FALSE,3,22.475,16,Friday,TRUE,7,161.63511518654
2013-07-19,Brötchen,646.788959790823,FALSE,3,22.475,16,Friday,TRUE,7,646.788959790823
2013-07-19,Croissant,287.18828629416,FALSE,3,22.475,16,Friday,TRUE,7,287.18828629416
2013-07-19,Konditorei,62.0636098816993,FALSE,3,22.475,16,Friday,TRUE,7,62.0636098816993
2013-07-19,Kuchen,369.400389277533,FALSE,3,22.475,16,Friday,TRUE,7,369.400389277533
2013-07-20,Brot,134.328076682024,FALSE,0,23.1875,8,Saturday,TRUE,7,134.328076682024
2013-07-20,Brötchen,843.051280035386,FALSE,0,23.1875,8,Saturday,TRUE,7,843.051280035386
2013-07-20,Croissant,394.765674710477,FALSE,0,23.1875,8,Saturday,TRUE,7,394.765674710477
2013-07-20,Konditorei,69.9369965472912,FALSE,0,23.1875,8,Saturday,TRUE,7,69.9369965472912
2013-07-20,Kuchen,346.154004294146,FALSE,0,23.1875,8,Saturday,TRUE,7,346.154004294146
2013-07-21,Brot,66.2887578161955,FALSE,0,26.375,8,Sunday,TRUE,7,66.2887578161955
2013-07-21,Brötchen,815.942264195776,FALSE,0,26.375,8,Sunday,TRUE,7,815.942264195776
2013-07-21,Croissant,346.658236387984,FALSE,0,26.375,8,Sunday,TRUE,7,346.658236387984
2013-07-21,Konditorei,82.6826868784511,FALSE,0,26.375,8,Sunday,TRUE,7,82.6826868784511
2013-07-21,Kuchen,287.443788531561,FALSE,0,26.375,8,Sunday,TRUE,7,287.443788531561
2013-07-22,Brot,131.223948997842,FALSE,0,26.1,9,Monday,TRUE,7,131.223948997842
2013-07-22,Brötchen,647.682748973215,FALSE,0,26.1,9,Monday,TRUE,7,647.682748973215
2013-07-22,Croissant,297.712614415266,FALSE,0,26.1,9,Monday,TRUE,7,297.712614415266
2013-07-22,Konditorei,99.3353908053911,FALSE,0,26.1,9,Monday,TRUE,7,99.3353908053911
2013-07-22,Kuchen,356.484067206325,FALSE,0,26.1,9,Monday,TRUE,7,356.484067206325
2013-07-23,Brot,110.315246796665,FALSE,0,24.95,12,Tuesday,TRUE,7,110.315246796665
2013-07-23,Brötchen,691.043662205889,FALSE,0,24.95,12,Tuesday,TRUE,7,691.043662205889
2013-07-23,Croissant,323.301431663341,FALSE,0,24.95,12,Tuesday,TRUE,7,323.301431663341
2013-07-23,Konditorei,70.5290024618065,FALSE,0,24.95,12,Tuesday,TRUE,7,70.5290024618065
2013-07-23,Kuchen,316.29681714496,FALSE,0,24.95,12,Tuesday,TRUE,7,316.29681714496
2013-07-24,Brot,141.891908195545,FALSE,3,24.075,11,Wednesday,TRUE,7,141.891908195545
2013-07-24,Brötchen,698.340862077002,FALSE,3,24.075,11,Wednesday,TRUE,7,698.340862077002
2013-07-24,Croissant,328.023102507764,FALSE,3,24.075,11,Wednesday,TRUE,7,328.023102507764
2013-07-24,Konditorei,83.5816326885927,FALSE,3,24.075,11,Wednesday,TRUE,7,83.5816326885927
2013-07-24,Kuchen,327.339400651794,FALSE,3,24.075,11,Wednesday,TRUE,7,327.339400651794
2013-07-25,Brot,167.701216640907,FALSE,2,23.0875,9,Thursday,TRUE,7,167.701216640907
2013-07-25,Brötchen,681.250768331783,FALSE,2,23.0875,9,Thursday,TRUE,7,681.250768331783
2013-07-25,Croissant,280.809721012322,FALSE,2,23.0875,9,Thursday,TRUE,7,280.809721012322
2013-07-25,Konditorei,65.8902979709521,FALSE,2,23.0875,9,Thursday,TRUE,7,65.8902979709521
2013-07-25,Kuchen,303.192537586556,FALSE,2,23.0875,9,Thursday,TRUE,7,303.192537586556
2013-07-26,Brot,147.272084366206,FALSE,3,27.2625,6,Friday,TRUE,7,147.272084366206
2013-07-26,Brötchen,718.016648132155,FALSE,3,27.2625,6,Friday,TRUE,7,718.016648132155
2013-07-26,Croissant,352.293883343641,FALSE,3,27.2625,6,Friday,TRUE,7,352.293883343641
2013-07-26,Konditorei,53.1984562311259,FALSE,3,27.2625,6,Friday,TRUE,7,53.1984562311259
2013-07-26,Kuchen,331.522091778847,FALSE,3,27.2625,6,Friday,TRUE,7,331.522091778847
2013-07-27,Brot,161.403357795112,FALSE,1,26.1625,10,Saturday,TRUE,7,161.403357795112
2013-07-27,Brötchen,855.619095347599,FALSE,1,26.1625,10,Saturday,TRUE,7,855.619095347599
2013-07-27,Croissant,382.965879977945,FALSE,1,26.1625,10,Saturday,TRUE,7,382.965879977945
2013-07-27,Kuchen,358.892714466409,FALSE,1,26.1625,10,Saturday,TRUE,7,358.892714466409
2013-07-28,Brot,86.0791432446654,FALSE,4,24.8875,13,Sunday,TRUE,7,86.0791432446654
2013-07-28,Brötchen,871.802546455837,FALSE,4,24.8875,13,Sunday,TRUE,7,871.802546455837
2013-07-28,Croissant,360.096105223697,FALSE,4,24.8875,13,Sunday,TRUE,7,360.096105223697
2013-07-28,Kuchen,437.824795495097,FALSE,4,24.8875,13,Sunday,TRUE,7,437.824795495097
2013-07-29,Brot,183.564164400591,FALSE,1,22.7875,10,Monday,TRUE,7,183.564164400591
2013-07-29,Brötchen,672.50214523923,FALSE,1,22.7875,10,Monday,TRUE,7,672.50214523923
2013-07-29,Croissant,356.033434735079,FALSE,1,22.7875,10,Monday,TRUE,7,356.033434735079
2013-07-29,Kuchen,368.951029057165,FALSE,1,22.7875,10,Monday,TRUE,7,368.951029057165
2013-07-30,Brot,132.111640117897,FALSE,5,21.075,13,Tuesday,TRUE,7,132.111640117897
2013-07-30,Brötchen,690.117757120039,FALSE,5,21.075,13,Tuesday,TRUE,7,690.117757120039
2013-07-30,Croissant,354.531775116541,FALSE,5,21.075,13,Tuesday,TRUE,7,354.531775116541
2013-07-30,Kuchen,424.086156965952,FALSE,5,21.075,13,Tuesday,TRUE,7,424.086156965952
2013-07-31,Brot,144.745431773143,FALSE,5,20.275,16,Wednesday,TRUE,7,144.745431773143
2013-07-31,Brötchen,667.842224335937,FALSE,5,20.275,16,Wednesday,TRUE,7,667.842224335937
2013-07-31,Croissant,321.075920611583,FALSE,5,20.275,16,Wednesday,TRUE,7,321.075920611583
2013-07-31,Kuchen,426.985804024935,FALSE,5,20.275,16,Wednesday,TRUE,7,426.985804024935
2013-08-01,Brot,157.854023011106,FALSE,6,23.4,7,Thursday,TRUE,8,157.854023011106
2013-08-01,Brötchen,667.213719343287,FALSE,6,23.4,7,Thursday,TRUE,8,667.213719343287
2013-08-01,Croissant,304.830310037868,FALSE,6,23.4,7,Thursday,TRUE,8,304.830310037868
2013-08-01,Konditorei,60.5614573229725,FALSE,6,23.4,7,Thursday,TRUE,8,60.5614573229725
2013-08-01,Kuchen,322.294307178179,FALSE,6,23.4,7,Thursday,TRUE,8,322.294307178179
2013-08-02,Brot,117.359342094889,FALSE,0,31.4375,7,Friday,TRUE,8,117.359342094889
2013-08-02,Brötchen,689.695100983376,FALSE,0,31.4375,7,Friday,TRUE,8,689.695100983376
2013-08-02,Croissant,379.526700654912,FALSE,0,31.4375,7,Friday,TRUE,8,379.526700654912
2013-08-02,Konditorei,68.1222020855149,FALSE,0,31.4375,7,Friday,TRUE,8,68.1222020855149
2013-08-02,Kuchen,282.371517214865,FALSE,0,31.4375,7,Friday,TRUE,8,282.371517214865
2013-08-03,Brot,186.027178770079,FALSE,4,23.3625,11,Saturday,TRUE,8,186.027178770079
2013-08-03,Brötchen,930.801703150498,FALSE,4,23.3625,11,Saturday,TRUE,8,930.801703150498
2013-08-03,Croissant,454.705780795563,FALSE,4,23.3625,11,Saturday,TRUE,8,454.705780795563
2013-08-03,Konditorei,51.2749992906831,FALSE,4,23.3625,11,Saturday,TRUE,8,51.2749992906831
2013-08-03,Kuchen,399.283316370115,FALSE,4,23.3625,11,Saturday,TRUE,8,399.283316370115
2013-08-04,Brot,104.708216687715,FALSE,3,23.05,8,Sunday,FALSE,8,104.708216687715
2013-08-04,Brötchen,862.752429028985,FALSE,3,23.05,8,Sunday,FALSE,8,862.752429028985
2013-08-04,Croissant,382.85648750844,FALSE,3,23.05,8,Sunday,FALSE,8,382.85648750844
2013-08-04,Konditorei,67.1568816245378,FALSE,3,23.05,8,Sunday,FALSE,8,67.1568816245378
2013-08-04,Kuchen,461.704848992483,FALSE,3,23.05,8,Sunday,FALSE,8,461.704848992483
2013-08-05,Brot,146.775309890073,FALSE,0,25.8,10,Monday,FALSE,8,146.775309890073
2013-08-05,Brötchen,520.947179812455,FALSE,0,25.8,10,Monday,FALSE,8,520.947179812455
2013-08-05,Croissant,331.615355447409,FALSE,0,25.8,10,Monday,FALSE,8,331.615355447409
2013-08-05,Kuchen,354.247243408463,FALSE,0,25.8,10,Monday,FALSE,8,354.247243408463
2013-08-06,Brot,131.956277381283,FALSE,5,22.225,13,Tuesday,FALSE,8,131.956277381283
2013-08-06,Brötchen,498.920948322354,FALSE,5,22.225,13,Tuesday,FALSE,8,498.920948322354
2013-08-06,Croissant,344.104806694018,FALSE,5,22.225,13,Tuesday,FALSE,8,344.104806694018
2013-08-06,Konditorei,69.705360420462,FALSE,5,22.225,13,Tuesday,FALSE,8,69.705360420462
2013-08-06,Kuchen,441.521507016938,FALSE,5,22.225,13,Tuesday,FALSE,8,441.521507016938
2013-08-07,Brot,160.593417296116,FALSE,4,19.2125,8,Wednesday,FALSE,8,160.593417296116
2013-08-07,Brötchen,519.197204695832,FALSE,4,19.2125,8,Wednesday,FALSE,8,519.197204695832
2013-08-07,Croissant,341.483544581514,FALSE,4,19.2125,8,Wednesday,FALSE,8,341.483544581514
2013-08-07,Konditorei,83.1094116270633,FALSE,4,19.2125,8,Wednesday,FALSE,8,83.1094116270633
2013-08-07,Kuchen,423.850318191533,FALSE,4,19.2125,8,Wednesday,FALSE,8,423.850318191533
2013-08-08,Brot,153.099424561652,FALSE,7,16.975,12,Thursday,FALSE,8,153.099424561652
2013-08-08,Brötchen,486.25509543792,FALSE,7,16.975,12,Thursday,FALSE,8,486.25509543792
2013-08-08,Croissant,298.005519792868,FALSE,7,16.975,12,Thursday,FALSE,8,298.005519792868
2013-08-08,Konditorei,96.7720958104522,FALSE,7,16.975,12,Thursday,FALSE,8,96.7720958104522
2013-08-08,Kuchen,464.87537153539,FALSE,7,16.975,12,Thursday,FALSE,8,464.87537153539
2013-08-09,Brot,125.620344387906,FALSE,4,20.3375,10,Friday,FALSE,8,125.620344387906
2013-08-09,Brötchen,539.975155104136,FALSE,4,20.3375,10,Friday,FALSE,8,539.975155104136
2013-08-09,Croissant,328.22992428157,FALSE,4,20.3375,10,Friday,FALSE,8,328.22992428157
2013-08-09,Konditorei,81.4817797241125,FALSE,4,20.3375,10,Friday,FALSE,8,81.4817797241125
2013-08-09,Kuchen,450.085987485785,FALSE,4,20.3375,10,Friday,FALSE,8,450.085987485785
2013-08-10,Brot,185.177162656408,FALSE,7,19.3625,12,Saturday,FALSE,8,185.177162656408
2013-08-10,Brötchen,614.511830668785,FALSE,7,19.3625,12,Saturday,FALSE,8,614.511830668785
2013-08-10,Croissant,351.617029216224,FALSE,7,19.3625,12,Saturday,FALSE,8,351.617029216224
2013-08-10,Konditorei,59.9811123644503,FALSE,7,19.3625,12,Saturday,FALSE,8,59.9811123644503
2013-08-10,Kuchen,450.993337129113,FALSE,7,19.3625,12,Saturday,FALSE,8,450.993337129113
2013-08-11,Brot,73.2088330039992,FALSE,7,16.3875,9,Sunday,FALSE,8,73.2088330039992
2013-08-11,Brötchen,666.9113081568,FALSE,7,16.3875,9,Sunday,FALSE,8,666.9113081568
2013-08-11,Croissant,341.033029953849,FALSE,7,16.3875,9,Sunday,FALSE,8,341.033029953849
2013-08-11,Konditorei,60.7087857619079,FALSE,7,16.3875,9,Sunday,FALSE,8,60.7087857619079
2013-08-11,Kuchen,583.491717818235,FALSE,7,16.3875,9,Sunday,FALSE,8,583.491717818235
2013-08-12,Brot,154.504729536697,FALSE,7,16.45,11,Monday,FALSE,8,154.504729536697
2013-08-12,Brötchen,510.019126480035,FALSE,7,16.45,11,Monday,FALSE,8,510.019126480035
2013-08-12,Croissant,253.6233554703,FALSE,7,16.45,11,Monday,FALSE,8,253.6233554703
2013-08-12,Konditorei,97.7406166426712,FALSE,7,16.45,11,Monday,FALSE,8,97.7406166426712
2013-08-12,Kuchen,356.026341718574,FALSE,7,16.45,11,Monday,FALSE,8,356.026341718574
2013-08-13,Brot,134.064451548102,FALSE,3,16.4,16,Tuesday,FALSE,8,134.064451548102
2013-08-13,Brötchen,535.403212817658,FALSE,3,16.4,16,Tuesday,FALSE,8,535.403212817658
2013-08-13,Croissant,271.591283834177,FALSE,3,16.4,16,Tuesday,FALSE,8,271.591283834177
2013-08-13,Konditorei,113.863641914766,FALSE,3,16.4,16,Tuesday,FALSE,8,113.863641914766
2013-08-13,Kuchen,344.643463915453,FALSE,3,16.4,16,Tuesday,FALSE,8,344.643463915453
2013-08-14,Brot,156.972510536869,FALSE,4,18.2625,18,Wednesday,FALSE,8,156.972510536869
2013-08-14,Brötchen,520.123590697437,FALSE,4,18.2625,18,Wednesday,FALSE,8,520.123590697437
2013-08-14,Croissant,309.116290264651,FALSE,4,18.2625,18,Wednesday,FALSE,8,309.116290264651
2013-08-14,Konditorei,105.567865241887,FALSE,4,18.2625,18,Wednesday,FALSE,8,105.567865241887
2013-08-14,Kuchen,441.253111778104,FALSE,4,18.2625,18,Wednesday,FALSE,8,441.253111778104
2013-08-15,Brot,164.763795399756,FALSE,3,19.8,8,Thursday,FALSE,8,164.763795399756
2013-08-15,Brötchen,538.231262832354,FALSE,3,19.8,8,Thursday,FALSE,8,538.231262832354
2013-08-15,Croissant,266.575408936199,FALSE,3,19.8,8,Thursday,FALSE,8,266.575408936199
2013-08-15,Konditorei,59.7561020638342,FALSE,3,19.8,8,Thursday,FALSE,8,59.7561020638342
2013-08-15,Kuchen,416.610037755781,FALSE,3,19.8,8,Thursday,FALSE,8,416.610037755781
2013-08-16,Brot,147.79799759804,FALSE,4,23.575,11,Friday,FALSE,8,147.79799759804
2013-08-16,Brötchen,552.153714601025,FALSE,4,23.575,11,Friday,FALSE,8,552.153714601025
2013-08-16,Croissant,241.76897512804,FALSE,4,23.575,11,Friday,FALSE,8,241.76897512804
2013-08-16,Konditorei,75.2564619591539,FALSE,4,23.575,11,Friday,FALSE,8,75.2564619591539
2013-08-16,Kuchen,344.468629393561,FALSE,4,23.575,11,Friday,FALSE,8,344.468629393561
2013-08-17,Brot,221.630418006017,FALSE,6,20.55,7,Saturday,FALSE,8,221.630418006017
2013-08-17,Brötchen,583.657434231324,FALSE,6,20.55,7,Saturday,FALSE,8,583.657434231324
2013-08-17,Croissant,280.170045804428,FALSE,6,20.55,7,Saturday,FALSE,8,280.170045804428
2013-08-17,Konditorei,96.5293135082104,FALSE,6,20.55,7,Saturday,FALSE,8,96.5293135082104
2013-08-17,Kuchen,519.834929394153,FALSE,6,20.55,7,Saturday,FALSE,8,519.834929394153
2013-08-18,Brot,92.489778506026,FALSE,7,18.5875,10,Sunday,FALSE,8,92.489778506026
2013-08-18,Brötchen,669.186211470815,FALSE,7,18.5875,10,Sunday,FALSE,8,669.186211470815
2013-08-18,Croissant,282.599786111443,FALSE,7,18.5875,10,Sunday,FALSE,8,282.599786111443
2013-08-18,Konditorei,150.122396942697,FALSE,7,18.5875,10,Sunday,FALSE,8,150.122396942697
2013-08-18,Kuchen,479.499541699925,FALSE,7,18.5875,10,Sunday,FALSE,8,479.499541699925
2013-08-19,Brot,145.87913275728,FALSE,5,18.4875,8,Monday,FALSE,8,145.87913275728
2013-08-19,Brötchen,499.912512856933,FALSE,5,18.4875,8,Monday,FALSE,8,499.912512856933
2013-08-19,Croissant,249.391160860983,FALSE,5,18.4875,8,Monday,FALSE,8,249.391160860983
2013-08-19,Konditorei,107.407999333161,FALSE,5,18.4875,8,Monday,FALSE,8,107.407999333161
2013-08-19,Kuchen,374.247117082749,FALSE,5,18.4875,8,Monday,FALSE,8,374.247117082749
2013-08-20,Brot,111.842396126739,FALSE,7,17.775,8,Tuesday,FALSE,8,111.842396126739
2013-08-20,Brötchen,478.730297151576,FALSE,7,17.775,8,Tuesday,FALSE,8,478.730297151576
2013-08-20,Croissant,257.620799680939,FALSE,7,17.775,8,Tuesday,FALSE,8,257.620799680939
2013-08-20,Konditorei,64.5022565329893,FALSE,7,17.775,8,Tuesday,FALSE,8,64.5022565329893
2013-08-20,Kuchen,340.090359959321,FALSE,7,17.775,8,Tuesday,FALSE,8,340.090359959321
2013-08-21,Brot,125.336522713024,FALSE,5,20.125,8,Wednesday,FALSE,8,125.336522713024
2013-08-21,Brötchen,440.815636456397,FALSE,5,20.125,8,Wednesday,FALSE,8,440.815636456397
2013-08-21,Croissant,271.133442105753,FALSE,5,20.125,8,Wednesday,FALSE,8,271.133442105753
2013-08-21,Konditorei,65.9210119267558,FALSE,5,20.125,8,Wednesday,FALSE,8,65.9210119267558
2013-08-21,Kuchen,352.695324198643,FALSE,5,20.125,8,Wednesday,FALSE,8,352.695324198643
2013-08-22,Brot,132.916428220302,FALSE,4,21.6625,8,Thursday,FALSE,8,132.916428220302
2013-08-22,Brötchen,497.731338188322,FALSE,4,21.6625,8,Thursday,FALSE,8,497.731338188322
2013-08-22,Croissant,229.323435589195,FALSE,4,21.6625,8,Thursday,FALSE,8,229.323435589195
2013-08-22,Konditorei,111.144301377526,FALSE,4,21.6625,8,Thursday,FALSE,8,111.144301377526
2013-08-22,Kuchen,343.348933556103,FALSE,4,21.6625,8,Thursday,FALSE,8,343.348933556103
2013-08-23,Brot,162.958958703106,FALSE,1,22.0375,14,Friday,FALSE,8,162.958958703106
2013-08-23,Brötchen,503.672089526472,FALSE,1,22.0375,14,Friday,FALSE,8,503.672089526472
2013-08-23,Croissant,260.926195756112,FALSE,1,22.0375,14,Friday,FALSE,8,260.926195756112
2013-08-23,Konditorei,94.2272902889274,FALSE,1,22.0375,14,Friday,FALSE,8,94.2272902889274
2013-08-23,Kuchen,375.317567662845,FALSE,1,22.0375,14,Friday,FALSE,8,375.317567662845
2013-08-24,Brot,201.543109556297,FALSE,0,20.85,16,Saturday,FALSE,8,201.543109556297
2013-08-24,Brötchen,707.94429725517,FALSE,0,20.85,16,Saturday,FALSE,8,707.94429725517
2013-08-24,Croissant,282.401869590288,FALSE,0,20.85,16,Saturday,FALSE,8,282.401869590288
