Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Wochentag,FerienSH,Monat
2013-09-08,Brot,88.8925958109828,FALSE,7,20.1625,8,61,Sunday,FALSE,9
2013-09-09,Brot,169.359968504942,FALSE,8,11.575,11,63,Monday,FALSE,9
2013-09-10,Brot,89.6944536084346,FALSE,6,13.5875,11,65,Tuesday,FALSE,9
2013-09-11,Brot,103.363686559795,FALSE,6,13.9,8,61,Wednesday,FALSE,9
2013-09-12,Brot,106.474399987548,FALSE,6,16.1125,6,61,Thursday,FALSE,9
2013-09-13,Brot,122.564626199915,FALSE,6,17.4375,5,21,Friday,FALSE,9
2013-09-14,Brot,174.938807466572,FALSE,5,17.625,10,63,Saturday,FALSE,9
2013-09-15,Brot,55.1960062296304,FALSE,7,14.8625,10,21,Sunday,FALSE,9
2013-09-16,Brot,146.760234890658,FALSE,3,13.1375,13,21,Monday,FALSE,9
2013-09-17,Brot,136.118044538363,FALSE,5,13.1375,10,63,Tuesday,FALSE,9
2013-09-19,Brot,148.674992078993,FALSE,5,14.8375,11,63,Thursday,FALSE,9
2013-09-22,Brot,86.6668973821597,FALSE,6,17.1375,14,21,Sunday,FALSE,9
2013-09-23,Brot,111.128410563554,FALSE,7,17.3125,14,21,Monday,FALSE,9
2013-09-25,Brot,117.94119333604,FALSE,6,13.5375,7,61,Wednesday,FALSE,9
2013-09-27,Brot,135.507291692088,FALSE,5,13.0125,8,21,Friday,FALSE,9
2013-10-01,Brot,123.397540137977,FALSE,0,12.9125,13,5,Tuesday,FALSE,10
2013-10-03,Brot,75.2337302417469,FALSE,0,11.7625,12,5,Thursday,FALSE,10
2013-10-04,Brot,156.066122625816,FALSE,5,11.2,8,63,Friday,TRUE,10
2013-10-05,Brot,152.280762053885,FALSE,7,15.575,8,20,Saturday,TRUE,10
2013-10-08,Brot,96.867100978839,FALSE,6,15.1125,8,61,Tuesday,TRUE,10
2013-10-09,Brot,149.761758936995,FALSE,7,14.3125,10,21,Wednesday,TRUE,10
2013-10-11,Brot,123.2348187168,FALSE,7,13.8625,20,10,Friday,TRUE,10
2013-10-12,Brot,140.262421715801,FALSE,8,13.025,21,63,Saturday,TRUE,10
2013-10-15,Brot,130.431802598324,FALSE,7,10.6625,4,63,Tuesday,TRUE,10
2013-10-17,Brot,89.9411837855476,FALSE,7,12,15,65,Thursday,TRUE,10
2013-10-20,Brot,70.1419855298474,FALSE,7,15.1875,8,21,Sunday,FALSE,10
2013-10-21,Brot,122.987868193302,FALSE,7,14.2625,8,61,Monday,FALSE,10
2013-10-24,Brot,123.163406361057,FALSE,5,12.6875,12,61,Thursday,FALSE,10
2013-10-25,Brot,113.661858634409,FALSE,7,11.8875,7,61,Friday,FALSE,10
2013-10-26,Brot,161.678805315967,FALSE,5,16.775,10,21,Saturday,FALSE,10
2013-10-27,Brot,102.355195816072,FALSE,6,14.9875,16,65,Sunday,FALSE,10
2013-10-28,Brot,129.482192717092,FALSE,7,14.3625,29,63,Monday,FALSE,10
2013-10-29,Brot,112.285893935052,FALSE,7,10.775,17,63,Tuesday,FALSE,10
2013-10-30,Brot,121.506077008915,FALSE,6,10.4375,10,61,Wednesday,FALSE,10
2013-10-31,Brot,133.723541287582,FALSE,5,11.1625,13,21,Thursday,FALSE,10
2013-11-01,Brot,100.182160485504,FALSE,8,10.625,9,63,Friday,FALSE,11
2013-11-02,Brot,149.172348030766,FALSE,8,8.8875,3,63,Saturday,FALSE,11
2013-11-03,Brot,97.4532740046654,FALSE,6,10.7,15,21,Sunday,FALSE,11
2013-11-04,Brot,137.864260444157,FALSE,7,6.8375,7,63,Monday,FALSE,11
2013-11-05,Brot,103.700267261952,FALSE,4,8.9,12,61,Tuesday,FALSE,11
2013-11-06,Brot,109.097001107423,FALSE,4,8.1375,12,63,Wednesday,FALSE,11
2013-11-07,Brot,118.470603286455,FALSE,6,9.5,10,61,Thursday,FALSE,11
2013-11-09,Brot,99.9317959514759,FALSE,5,7.7,16,63,Saturday,FALSE,11
2013-11-10,Brot,108.561660295105,FALSE,2,6.9875,12,63,Sunday,FALSE,11
2013-11-12,Brot,111.970870543294,FALSE,7,5.9375,9,61,Tuesday,FALSE,11
2013-11-13,Brot,78.0382483442215,FALSE,1,8.8,12,0,Wednesday,FALSE,11
2013-11-14,Brot,121.180219705286,FALSE,5,6.9375,9,21,Thursday,FALSE,11
2013-11-15,Brot,122.76929773359,FALSE,7,6.45,6,21,Friday,FALSE,11
2013-11-17,Brot,74.3945185864517,FALSE,2,8.8875,8,0,Sunday,FALSE,11
2013-11-18,Brot,129.109032642028,FALSE,7,6.65,5,63,Monday,FALSE,11
2013-11-19,Brot,106.906118646237,FALSE,8,5.8375,8,61,Tuesday,FALSE,11
2013-11-21,Brot,144.359927455555,FALSE,2,3.275,8,10,Thursday,FALSE,11
2013-11-22,Brot,107.962731413831,FALSE,7,5.375,10,21,Friday,FALSE,11
2013-11-27,Brot,93.5321454303922,FALSE,8,7.3125,12,61,Wednesday,FALSE,11
2013-11-29,Brot,104.966463375073,FALSE,8,5.9875,11,63,Friday,FALSE,11
2013-11-30,Brot,104.09003869481,FALSE,7,5.525,10,20,Saturday,FALSE,11
2013-12-01,Brot,68.0762231823542,FALSE,5,8.6625,20,61,Sunday,FALSE,12
2013-12-02,Brot,113.931498716313,FALSE,0,3.0625,4,10,Monday,FALSE,12
2013-12-03,Brot,94.7658652080226,FALSE,8,1.7125,6,28,Tuesday,FALSE,12
2013-12-04,Brot,128.922855106228,FALSE,7,5.85,11,63,Wednesday,FALSE,12
2013-12-05,Brot,120.974699669869,FALSE,7,4.4625,24,63,Thursday,FALSE,12
2013-12-06,Brot,112.015650593347,FALSE,6,1.7875,25,73,Friday,FALSE,12
2013-12-07,Brot,121.408564819885,FALSE,5,1,11,22,Saturday,FALSE,12
2013-12-08,Brot,36.2650169585334,FALSE,8,6.975,16,63,Sunday,FALSE,12
2013-12-09,Brot,134.680550018524,FALSE,7,9.2375,10,45,Monday,FALSE,12
2013-12-10,Brot,104.352034970751,FALSE,7,7.1875,8,61,Tuesday,FALSE,12
2013-12-11,Brot,85.9079819233536,FALSE,7,5.025,9,10,Wednesday,FALSE,12
2013-12-12,Brot,88.2075449690532,FALSE,8,2.525,8,28,Thursday,FALSE,12
2013-12-13,Brot,85.5324935340658,FALSE,7,3.5375,6,61,Friday,FALSE,12
2013-12-14,Brot,120.787742012371,FALSE,7,3.0125,7,61,Saturday,FALSE,12
2013-12-15,Brot,71.5352172710921,FALSE,8,7.925,12,61,Sunday,FALSE,12
2013-12-17,Brot,74.6283250889016,FALSE,8,4.95,8,61,Tuesday,FALSE,12
2013-12-18,Brot,86.4115250991858,FALSE,7,6.85,8,10,Wednesday,FALSE,12
2013-12-19,Brot,101.589644453608,FALSE,7,7.4,10,63,Thursday,FALSE,12
2013-12-20,Brot,114.601001275823,FALSE,7,5.2875,10,61,Friday,FALSE,12
2013-12-21,Brot,124.541759682586,FALSE,8,6.5625,13,63,Saturday,FALSE,12
2013-12-22,Brot,41.7300439888931,FALSE,7,8.1375,12,61,Sunday,FALSE,12
2013-12-24,Brot,220.330670230618,FALSE,7,11.4375,18,61,Tuesday,TRUE,12
2013-12-27,Brot,152.367434643543,FALSE,7,5.7625,15,63,Friday,TRUE,12
2013-12-29,Brot,131.267289010755,FALSE,7,5.7125,9,63,Sunday,TRUE,12
2013-12-30,Brot,126.58984459848,FALSE,4,4.75,11,10,Monday,TRUE,12
2014-01-02,Brot,153.166492227541,FALSE,7,6.25,9,63,Thursday,TRUE,1
2014-01-03,Brot,109.484763536521,FALSE,7,6.8375,10,63,Friday,TRUE,1
2014-01-05,Brot,67.7899909491401,FALSE,7,6.1875,11,63,Sunday,TRUE,1
2014-01-06,Brot,146.911067784297,FALSE,7,7.9125,11,65,Monday,TRUE,1
2014-01-08,Brot,99.9068767897401,FALSE,7,8.6375,15,63,Wednesday,FALSE,1
2014-01-09,Brot,113.541525918277,FALSE,7,9.6125,16,61,Thursday,FALSE,1
2014-01-10,Brot,119.05554059635,FALSE,7,6.6375,17,61,Friday,FALSE,1
2014-01-11,Brot,127.95986526115,FALSE,7,5.5875,18,63,Saturday,FALSE,1
2014-01-12,Brot,83.4017498521773,FALSE,2,5.525,16,21,Sunday,FALSE,1
2014-01-13,Brot,103.994034974792,FALSE,8,3.1375,10,69,Monday,FALSE,1
2014-01-14,Brot,166.347532764571,FALSE,6,4.225,6,28,Tuesday,FALSE,1
2014-01-15,Brot,139.042567223334,FALSE,7,3.228571,7,28,Wednesday,FALSE,1
2014-01-16,Brot,117.779119691395,FALSE,8,2.7375,9,63,Thursday,FALSE,1
2014-01-17,Brot,94.7938386484339,FALSE,7,6.7375,4,61,Friday,FALSE,1
2014-01-18,Brot,102.633649837911,FALSE,7,5.8875,8,61,Saturday,FALSE,1
2014-01-19,Brot,53.0014671833047,FALSE,7,2.8625,19,10,Sunday,FALSE,1
2014-01-20,Brot,99.6819363621683,FALSE,8,0.3875,13,61,Monday,FALSE,1
2014-01-21,Brot,116.784600007305,FALSE,7,-0.65,7,77,Tuesday,FALSE,1
2014-01-22,Brot,102.344424741026,FALSE,8,-3.1125,14,22,Wednesday,FALSE,1
2014-01-23,Brot,105.740276056438,FALSE,8,-3.1875,11,22,Thursday,FALSE,1
2014-01-24,Brot,143.164448746188,FALSE,2,-5.1625,13,10,Friday,FALSE,1
2014-01-26,Brot,65.4883238458282,FALSE,1,-8.475,10,10,Sunday,FALSE,1
2014-01-27,Brot,177.797639286942,FALSE,5,0.7,9,69,Monday,FALSE,1
2014-01-28,Brot,63.9844736113181,FALSE,7,-0.2625,10,10,Tuesday,FALSE,1
2014-01-29,Brot,75.1156293987916,FALSE,7,-5.05,13,77,Wednesday,FALSE,1
2014-01-30,Brot,140.794194214435,FALSE,7,-4.4875,8,77,Thursday,FALSE,1
2014-01-31,Brot,133.303478983532,FALSE,8,-3.6875,7,10,Friday,FALSE,1
2014-02-01,Brot,101.932146850505,FALSE,7,3.225,10,63,Saturday,FALSE,2
2014-02-03,Brot,154.323103655617,FALSE,1,3.475,8,10,Monday,FALSE,2
2014-02-04,Brot,130.284962020954,FALSE,5,3.925,6,10,Tuesday,FALSE,2
2014-02-05,Brot,128.512982776585,FALSE,4,3.675,8,10,Wednesday,FALSE,2
2014-02-06,Brot,93.2145715747619,FALSE,7,7.875,11,20,Thursday,FALSE,2
2014-02-07,Brot,99.7607356052368,FALSE,7,8.475,15,63,Friday,FALSE,2
2014-02-08,Brot,120.862739831777,FALSE,7,6.2875,12,61,Saturday,FALSE,2
2014-02-09,Brot,57.0074894928223,FALSE,5,6.7125,15,63,Sunday,FALSE,2
2014-02-11,Brot,93.605003186262607,FALSE,7,4.925,12,61,Tuesday,FALSE,2
2014-02-12,Brot,165.738384661521,FALSE,4,6.1,13,10,Wednesday,FALSE,2
2014-02-14,Brot,127.922310495651,FALSE,5,5.2125,9,10,Friday,FALSE,2
2014-02-16,Brot,66.1488570531461,FALSE,7,6.0625,17,63,Sunday,FALSE,2
2014-02-18,Brot,101.128808084497,FALSE,7,7.8,8,10,Tuesday,FALSE,2
2014-02-19,Brot,139.712963296062,FALSE,7,6.325,8,61,Wednesday,FALSE,2
2014-02-20,Brot,115.493305434483,FALSE,6,9.1,11,10,Thursday,FALSE,2
2014-02-21,Brot,195.749507104036,FALSE,7,7.5125,11,61,Friday,FALSE,2
2014-02-22,Brot,138.333592943018,FALSE,7,5.925,11,21,Saturday,FALSE,2
2014-02-27,Brot,142.599019478366,FALSE,1,8.8875,7,10,Thursday,FALSE,2
2014-02-28,Brot,121.868073185287,FALSE,7,6.1875,6,61,Friday,FALSE,2
2014-03-01,Brot,140.96854447309,FALSE,2,5.075,9,10,Saturday,FALSE,3
2014-03-02,Brot,78.304687930775,FALSE,6,6.5625,9,10,Sunday,FALSE,3
2014-03-03,Brot,123.816845981151,FALSE,0,9.1875,10,5,Monday,FALSE,3
2014-03-04,Brot,110.664379295042,FALSE,7,6.6875,7,10,Tuesday,FALSE,3
2014-03-05,Brot,104.010771805795,FALSE,7,4.6875,7,28,Wednesday,FALSE,3
2014-03-06,Brot,119.64957040592,FALSE,3,8.925,9,10,Thursday,FALSE,3
2014-03-07,Brot,115.297355656246,FALSE,6,11.275,10,5,Friday,FALSE,3
2014-03-12,Brot,91.0474158512995,FALSE,0,10.2125,8,0,Wednesday,FALSE,3
2014-03-16,Brot,67.1675793738149,FALSE,7,9.3375,24,61,Sunday,FALSE,3
2014-03-17,Brot,141.547905542998,FALSE,7,9.5875,18,61,Monday,FALSE,3
2014-03-18,Brot,88.2250444509535,FALSE,7,9.6875,16,21,Tuesday,FALSE,3
2014-03-19,Brot,99.6845823880711,FALSE,7,9.45,18,61,Wednesday,FALSE,3
2014-03-21,Brot,104.8547456835,FALSE,7,6.8875,14,63,Friday,FALSE,3
2014-03-22,Brot,130.851901605861,FALSE,5,8.85,11,63,Saturday,FALSE,3
2014-03-25,Brot,130.828394911681,FALSE,2,7.725,10,21,Tuesday,FALSE,3
2014-03-26,Brot,164.073709880608,FALSE,5,7.85,11,21,Wednesday,FALSE,3
2014-03-28,Brot,210.364589078685,FALSE,8,5.4,12,10,Friday,FALSE,3
2014-03-29,Brot,201.442576014825,FALSE,3,9.375,8,10,Saturday,FALSE,3
2014-03-30,Brot,77.0718729480323,FALSE,0,11.2625,8,28,Sunday,FALSE,3
2014-03-31,Brot,165.782083579859,FALSE,7,7.4375,4,45,Monday,FALSE,3
2014-04-01,Brot,143.934571968464,FALSE,8,5.7625,13,10,Tuesday,FALSE,4
2014-04-02,Brot,145.793768476637,FALSE,2,12.45,8,10,Wednesday,FALSE,4
2014-04-03,Brot,199.334213779063,FALSE,3,7.6125,15,10,Thursday,FALSE,4
2014-04-04,Brot,149.094869799179,FALSE,6,6.45,15,0,Friday,FALSE,4
2014-04-05,Brot,166.366651532902,FALSE,8,9.825,5,61,Saturday,FALSE,4
2014-04-06,Brot,79.4656989548114,FALSE,7,12.1875,8,63,Sunday,TRUE,4
2014-04-07,Brot,175.863088463562,FALSE,7,15.7875,10,63,Monday,TRUE,4
2014-04-08,Brot,104.711261779938,FALSE,7,9.8125,19,61,Tuesday,TRUE,4
2014-04-09,Brot,168.945582350845,FALSE,7,10.1875,20,21,Wednesday,TRUE,4
2014-04-12,Brot,230.41912840806,FALSE,4,11.2,12,0,Saturday,TRUE,4
2014-04-14,Brot,126.41212420811,FALSE,5,8.9,23,61,Monday,TRUE,4
2014-04-19,Brot,290.428956680919,FALSE,1,11.125,13,5,Saturday,TRUE,4
2014-04-20,Brot,57.7509189177541,FALSE,0,13.875,15,5,Sunday,TRUE,4
2014-04-21,Brot,109.431179378053,FALSE,4,13.425,15,0,Monday,TRUE,4
2014-04-22,Brot,169.196248011103,FALSE,3,15.45,10,10,Tuesday,TRUE,4
2014-04-23,Brot,162.980101956576,FALSE,8,9.825,11,21,Wednesday,TRUE,4
2014-04-29,Brot,145.382373304754,FALSE,0,18.0875,8,0,Tuesday,TRUE,4
2014-05-05,Brot,344.712427419033,FALSE,8,10.7125,6,21,Monday,FALSE,5
2014-05-07,Brot,90.0459392081919,FALSE,4,14.2125,15,65,Wednesday,FALSE,5
2014-05-08,Brot,149.299133313087,FALSE,7,12.45,10,63,Thursday,FALSE,5
2014-05-09,Brot,93.4116822522153,FALSE,6,12.3875,10,61,Friday,FALSE,5
2014-05-10,Brot,123.724674602317,FALSE,7,13.275,12,61,Saturday,FALSE,5
2014-05-11,Brot,61.0065824620734,FALSE,7,11.5625,12,63,Sunday,FALSE,5
2014-05-12,Brot,117.63724487723,FALSE,7,12.7,14,63,Monday,FALSE,5
2014-05-13,Brot,140.036281903001,FALSE,7,11.5625,15,21,Tuesday,FALSE,5
2014-05-17,Brot,128.405482365147,FALSE,0,16.625,8,0,Saturday,FALSE,5
2014-05-19,Brot,108.184039506908,FALSE,6,13.7625,8,61,Monday,FALSE,5
2014-05-23,Brot,129.753386763715,FALSE,7,18.0125,12,65,Friday,FALSE,5
2014-05-27,Brot,114.85034360851,FALSE,7,12.8875,21,21,Tuesday,FALSE,5
2014-05-28,Brot,190.55318445032,FALSE,7,10.2,22,21,Wednesday,FALSE,5
2014-06-01,Brot,93.4027092149433,FALSE,7,13.825,6,21,Sunday,FALSE,6
2014-06-05,Brot,194.604241155943,FALSE,5,15.0375,18,65,Thursday,FALSE,6
2014-06-08,Brot,116.13410257794,FALSE,6,22.1,12,21,Sunday,FALSE,6
2014-06-11,Brot,149.446544671322,FALSE,7,20.5,8,61,Wednesday,FALSE,6
2014-06-13,Brot,181.076990157327,FALSE,7,17.45,18,21,Friday,FALSE,6
2014-06-16,Brot,162.607017592405,FALSE,6,18.3125,10,0,Monday,FALSE,6
2014-06-19,Brot,129.894799169399,FALSE,7,15.2875,19,21,Thursday,FALSE,6
2014-06-21,Brot,162.410672754329,TRUE,6,15.5125,18,61,Saturday,FALSE,6
2014-06-24,Brot,119.068455962972,TRUE,7,14.3625,7,21,Tuesday,FALSE,6
2014-06-26,Brot,139.644833904018,TRUE,6,17.575,8,63,Thursday,FALSE,6
2014-06-27,Brot,149.199619823898,TRUE,4,20.1625,7,95,Friday,FALSE,6
2014-06-28,Brot,234.368963456298,TRUE,6,16.9625,6,95,Saturday,FALSE,6
2014-06-29,Brot,99.024824945212,TRUE,7,17.3125,8,61,Sunday,FALSE,6
2014-07-01,Brot,79.4657766414776,FALSE,6,15.6875,14,61,Tuesday,FALSE,7
2014-07-05,Brot,150.979319145129,FALSE,6,24.5875,10,65,Saturday,FALSE,7
2014-07-08,Brot,109.606492090567,FALSE,7,19.6,15,63,Tuesday,FALSE,7
2014-07-09,Brot,116.752191041734,FALSE,0,24.65,24,5,Wednesday,FALSE,7
2014-07-10,Brot,132.724706258412,FALSE,0,24.757142,18,0,Thursday,FALSE,7
2014-07-13,Brot,80.453114083373407,FALSE,7,18.6,10,61,Sunday,FALSE,7
2014-07-14,Brot,153.698550894933,FALSE,7,19.45,15,63,Monday,TRUE,7
2014-07-21,Brot,137.703002341753,FALSE,0,23.4875,19,5,Monday,TRUE,7
2014-07-26,Brot,171.321523510186,FALSE,6,22.375,10,21,Saturday,TRUE,7
2014-07-27,Brot,90.1816334935297,FALSE,3,25.55,12,21,Sunday,TRUE,7
2014-07-31,Brot,174.333709830106,FALSE,3,22.4375,12,21,Thursday,TRUE,7
2014-08-03,Brot,75.380692980006,FALSE,5,23.0875,9,63,Sunday,TRUE,8
2014-08-07,Brot,172.493580385229,FALSE,7,20.3125,6,61,Thursday,TRUE,8
2014-08-09,Brot,216.790146013299,FALSE,6,20.1,17,61,Saturday,TRUE,8
2014-08-11,Brot,186.843287518034,FALSE,4,20.075,13,21,Monday,TRUE,8
2014-08-12,Brot,155.633056469153,FALSE,5,16.9125,12,95,Tuesday,TRUE,8
2014-08-14,Brot,162.312059256018,FALSE,7,18.05,10,65,Thursday,TRUE,8
2014-08-15,Brot,232.668688554884,FALSE,6,18.3625,8,61,Friday,TRUE,8
2014-08-16,Brot,229.321098599377,FALSE,6,17.2,15,61,Saturday,TRUE,8
2014-08-18,Brot,204.943578961263,FALSE,6,15.2,15,61,Monday,TRUE,8
2014-08-19,Brot,157.516513226105,FALSE,6,14.0875,12,61,Tuesday,TRUE,8
2014-08-20,Brot,175.194857952978,FALSE,5,15.675,17,21,Wednesday,TRUE,8
2014-08-21,Brot,177.59614021373,FALSE,5,16.2625,11,21,Thursday,TRUE,8
2014-08-22,Brot,196.422158119718,FALSE,7,16.325,12,61,Friday,TRUE,8
2014-08-23,Brot,226.633053661476,FALSE,4,15.9875,11,21,Saturday,TRUE,8
2014-08-24,Brot,151.925968486667,FALSE,3,16.3125,20,21,Sunday,FALSE,8
2014-08-25,Brot,202.245341655226,FALSE,5,14.7875,13,65,Monday,FALSE,8
2014-08-28,Brot,147.59794847913,FALSE,0,19.75,9,0,Thursday,FALSE,8
2014-08-29,Brot,119.001507763099,FALSE,5,19.125,12,63,Friday,FALSE,8
2014-08-30,Brot,162.81504486744,FALSE,7,17.75,9,61,Saturday,FALSE,8
2014-08-31,Brot,136.994199378168,FALSE,7,16.375,8,21,Sunday,FALSE,8
2014-09-01,Brot,192.583927536972,FALSE,7,17.875,12,61,Monday,FALSE,9
2014-09-07,Brot,48.9648440975496,FALSE,5,20,6,21,Sunday,FALSE,9
2014-09-08,Brot,177.361261107402,FALSE,4,17.375,12,21,Monday,FALSE,9
2014-09-09,Brot,128.017374563252,FALSE,6,17.125,16,63,Tuesday,FALSE,9
2014-09-14,Brot,60.5960658536456,FALSE,7,17.625,14,61,Sunday,FALSE,9
2014-09-19,Brot,140.144453118865,FALSE,0,20.75,9,5,Friday,FALSE,9
2014-09-20,Brot,197.959086294477,FALSE,3,19.375,7,10,Saturday,FALSE,9
2014-09-21,Brot,80.5859142164798,FALSE,4,17,15,21,Sunday,FALSE,9
2014-09-22,Brot,134.865103794751,FALSE,6,13,17,21,Monday,FALSE,9
2014-09-24,Brot,108.711123767423,FALSE,7,15.375,10,63,Wednesday,FALSE,9
2014-09-25,Brot,108.067086651751,FALSE,7,14.5,17,61,Thursday,FALSE,9
2014-09-26,Brot,117.377429960871,FALSE,7,16.75,13,61,Friday,FALSE,9
2014-09-30,Brot,125.317010604255,FALSE,7,16.5,5,61,Tuesday,FALSE,9
2014-10-01,Brot,159.473253138624,FALSE,6,17.75,6,10,Wednesday,FALSE,10
2014-10-03,Brot,62.591191559266,FALSE,3,20,6,10,Friday,FALSE,10
2014-10-04,Brot,194.365187583031,FALSE,0,18.5,8,5,Saturday,FALSE,10
2014-10-06,Brot,178.335670094664,FALSE,2,15.75,15,10,Monday,FALSE,10
2014-10-07,Brot,141.858863346968,FALSE,7,13,10,65,Tuesday,FALSE,10
2014-10-08,Brot,134.873921318631,FALSE,6,14.125,10,61,Wednesday,FALSE,10
2014-10-12,Brot,97.9850226394533,FALSE,5,15.125,7,20,Sunday,FALSE,10
2014-10-13,Brot,129.878383258938,FALSE,7,12.625,12,63,Monday,TRUE,10
2014-10-14,Brot,175.011253800233,FALSE,6,14,5,61,Tuesday,TRUE,10
2014-10-15,Brot,206.8382090708,FALSE,7,13.875,6,21,Wednesday,TRUE,10
2014-10-16,Brot,147.570549356915,FALSE,7,13.5,6,61,Thursday,TRUE,10
2014-10-17,Brot,144.357853437456,FALSE,7,14.375,10,65,Friday,TRUE,10
2014-10-18,Brot,158.152130377889,FALSE,7,15.25,7,21,Saturday,TRUE,10
2014-10-19,Brot,58.8534096103563,FALSE,7,17.375,13,95,Sunday,TRUE,10
2014-10-20,Brot,158.382558902343,FALSE,6,14.625,18,61,Monday,TRUE,10
2014-10-21,Brot,125.363981222897,FALSE,7,12.5,9,63,Tuesday,TRUE,10
2014-10-22,Brot,127.765051280508,FALSE,6,13,12,0,Wednesday,TRUE,10
2014-10-23,Brot,144.21773201944,FALSE,6,13.125,7,0,Thursday,TRUE,10
2014-10-25,Brot,191.425316581712,FALSE,7,12.125,7,61,Saturday,TRUE,10
2014-10-26,Brot,116.487886781866,FALSE,5,12.75,9,0,Sunday,FALSE,10
2014-10-29,Brot,103.569554336818,FALSE,7,8.375,7,20,Wednesday,FALSE,10
2014-10-30,Brot,122.18216764664,FALSE,2,10.625,5,10,Thursday,FALSE,10
2014-10-31,Brot,132.486279254048,FALSE,8,12.875,5,10,Friday,FALSE,10
2014-11-01,Brot,142.507059241702,FALSE,2,16.5,8,0,Saturday,FALSE,11
2014-11-02,Brot,99.288586999622,FALSE,3,15.375,10,21,Sunday,FALSE,11
2014-11-03,Brot,137.822879577546,FALSE,4,13.75,12,0,Monday,FALSE,11
2014-11-04,Brot,103.123747563607,FALSE,7,11.625,8,61,Tuesday,FALSE,11
2014-11-05,Brot,113.078967477055,FALSE,7,9.5,11,61,Wednesday,FALSE,11
2014-11-06,Brot,138.399464430445,FALSE,5,8.875,10,0,Thursday,FALSE,11
2014-11-07,Brot,125.3258349714,FALSE,0,8.625,9,10,Friday,FALSE,11
2014-11-10,Brot,132.450933802593,FALSE,6,8.75,7,61,Monday,FALSE,11
2014-11-11,Brot,122.885078853966,FALSE,2,8.625,7,10,Tuesday,FALSE,11
2014-11-12,Brot,95.3481999188746,FALSE,7,9.75,10,10,Wednesday,FALSE,11
2014-11-13,Brot,143.750350209673,FALSE,7,10.75,4,28,Thursday,FALSE,11
2014-11-14,Brot,133.77429991274,FALSE,7,10.75,10,10,Friday,FALSE,11
2014-11-15,Brot,157.956829595601,FALSE,8,9.25,14,10,Saturday,FALSE,11
