Datum,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Wochentag,FerienSH,Brot,Brötchen,Kuchen,Croissant,Konditorei,Saisonbrot
2013-09-02,FALSE,7,16.575,17,63,Monday,FALSE,138.408723210465,350.023432755307,236.082416986532,165.884794599896,97.5577291094531,
2013-09-03,FALSE,7,18.225,11,21,Tuesday,FALSE,138.825618927843,357.401285676803,270.350123886175,174.655491296255,66.7042185386037,
2013-09-04,FALSE,7,18.125,5,NA,Wednesday,FALSE,100.221969526295,362.249371679536,308.670506473354,162.83743839423,102.369988965095,
2013-09-05,FALSE,0,21.7,8,NA,Thursday,FALSE,173.658100347255,400.95010523182,309.022150561535,155.795527807677,64.7180977987766,
2013-09-06,FALSE,0,24.7,9,NA,Friday,FALSE,171.415179710314,395.673296994009,307.019415636833,183.372780096599,79.6716952926438,
2013-09-07,FALSE,6,22.7625,7,NA,Saturday,FALSE,186.034060963767,591.523547732665,447.991745678441,215.339022862711,65.0128197234662,
2013-09-08,FALSE,7,20.1625,8,61,Sunday,FALSE,88.8925958109828,576.040699297842,453.792300083562,261.723925353895,115.868951321453,
2013-09-09,FALSE,8,11.575,11,63,Monday,FALSE,169.359968504942,331.981293986457,266.740185481098,155.698998919682,78.4321446410245,
2013-09-10,FALSE,6,13.5875,11,65,Tuesday,FALSE,89.6944536084346,363.667829135983,272.085784886284,186.631885480156,75.320737395332,
2013-09-11,FALSE,6,13.9,8,61,Wednesday,FALSE,103.363686559795,350.81380789681,266.283742487977,156.993834222857,84.1743682721035,
2013-09-12,FALSE,6,16.1125,6,61,Thursday,FALSE,106.474399987548,354.282593212868,291.297115676725,128.957531070768,79.9069125959926,
2013-09-13,FALSE,6,17.4375,5,21,Friday,FALSE,122.564626199915,413.041864366013,306.313400312796,142.450922270702,60.0423801030524,
2013-09-14,FALSE,5,17.625,10,63,Saturday,FALSE,174.938807466572,530.825102628704,383.083373412478,230.524249936583,68.6316728927997,
2013-09-15,FALSE,7,14.8625,10,21,Sunday,FALSE,55.1960062296304,494.908185078447,368.235519264474,199.525819245624,150.947116904365,
2013-09-16,FALSE,3,13.1375,13,21,Monday,FALSE,146.760234890658,363.701917843028,230.653426038182,150.458078596152,68.5094924358894,
2013-09-17,FALSE,5,13.1375,10,63,Tuesday,FALSE,136.118044538363,321.054881338889,320.526447004404,121.601419092438,88.0432401860715,
2013-09-18,FALSE,4,13.05,9,NA,Wednesday,FALSE,152.255085210606,327.413713418182,273.5407716877,123.430475306719,81.9233275996418,
2013-09-19,FALSE,5,14.8375,11,63,Thursday,FALSE,148.674992078993,362.273757016504,300.262376130314,127.595436733938,56.2795004974713,
2013-09-20,FALSE,7,13.525,6,NA,Friday,FALSE,110.159250328825,375.16829079452,377.403500794794,119.995567870545,87.4952661591497,
2013-09-21,FALSE,7,15.35,9,NA,Saturday,FALSE,178.263887943827,525.014097788583,320.960054511642,227.17812505778,48.2782247656494,
2013-09-22,FALSE,6,17.1375,14,21,Sunday,FALSE,86.6668973821597,500.579617827733,359.99538027315,216.025597526986,181.071825652617,
2013-09-23,FALSE,7,17.3125,14,21,Monday,FALSE,111.128410563554,339.417738661045,293.881781699553,115.173949077037,72.8638989817766,
2013-09-24,FALSE,8,15.7375,10,NA,Tuesday,FALSE,139.64144576808,314.00466178787,261.601833826599,107.515311254663,91.9109696976559,
2013-09-25,FALSE,6,13.5375,7,61,Wednesday,FALSE,117.94119333604,333.964687913619,298.284260355615,133.455357081465,83.2754466610357,
2013-09-26,FALSE,1,12.9875,12,NA,Thursday,FALSE,203.314345156607,348.862509645868,287.793533580575,111.331440019646,52.9418817206733,
2013-09-27,FALSE,5,13.0125,8,21,Friday,FALSE,135.507291692088,337.894647078396,283.206061885802,102.187864090432,93.9440670728549,
2013-09-28,FALSE,0,13.1,8,NA,Saturday,FALSE,134.613756840197,578.156874149585,290.84887886944,247.995826181906,98.4375774152303,
2013-09-29,FALSE,3,14.175,12,NA,Sunday,FALSE,68.6316896995448,503.155199518292,304.830463976939,194.986111359586,148.939102156167,
2013-09-30,FALSE,1,12.825,14,NA,Monday,FALSE,156.502435955326,360.827106059368,331.154356903853,141.992865332313,98.1860676233875,
2013-10-01,FALSE,0,12.9125,13,5,Tuesday,FALSE,123.397540137977,356.816079467772,351.590991371398,135.614594111775,67.6549909234488,
2013-10-02,FALSE,1,12.7,10,NA,Wednesday,FALSE,196.720969158391,423.688173539227,322.880300414914,156.465804020451,119.813127526207,
2013-10-03,FALSE,0,11.7625,12,5,Thursday,FALSE,75.2337302417469,592.567211256288,440.898116086485,192.293311340733,148.994652688514,
2013-10-04,FALSE,5,11.2,8,63,Friday,TRUE,156.066122625816,501.347948785726,280.756383513395,179.301551909794,74.562061444226,
2013-10-05,FALSE,7,15.575,8,20,Saturday,TRUE,152.280762053885,532.496621420318,326.993164913838,225.910066727439,66.2032518834826,
2013-10-06,FALSE,7,15.25,6,NA,Sunday,TRUE,92.4805772695364,534.597184990357,340.701203063945,225.346819831364,129.952199872951,
2013-10-07,FALSE,1,16.275,7,NA,Monday,TRUE,124.841544023845,372.452301813743,318.481660598268,146.80201055568,70.2008226210611,
2013-10-08,FALSE,6,15.1125,8,61,Tuesday,TRUE,96.867100978839,324.616615610371,245.656923063522,179.71807625926,73.2079831960351,
2013-10-09,FALSE,7,14.3125,10,21,Wednesday,TRUE,149.761758936995,369.540618454844,260.831242292014,153.104643981133,101.892689553858,
2013-10-10,FALSE,5,10.975,6,NA,Thursday,TRUE,119.300284972145,349.149490881751,266.156733546376,157.491453078096,70.9668372971161,
2013-10-11,FALSE,7,13.8625,20,10,Friday,TRUE,123.2348187168,349.112977802115,229.072309397699,166.021960265633,75.3024074738754,
2013-10-12,FALSE,8,13.025,21,63,Saturday,TRUE,140.262421715801,425.070804590291,273.221595297806,204.748697582742,85.8339467852549,
2013-10-13,FALSE,5,10.8625,5,NA,Sunday,TRUE,42.9967926268111,452.275706400622,248.357762950889,187.165299913108,149.25084502852,
2013-10-14,FALSE,2,12.525,6,NA,Monday,TRUE,109.863744271226,328.255116835268,270.419718876308,155.668175429767,52.4609987818665,
2013-10-15,FALSE,7,10.6625,4,63,Tuesday,TRUE,130.431802598324,354.885414944464,219.941750803178,127.284237581592,93.0578771174161,
2013-10-16,FALSE,8,12.275,7,NA,Wednesday,TRUE,146.070583461057,324.757529273156,288.91825808676,143.148086490441,91.1515914626467,
2013-10-17,FALSE,7,12,15,65,Thursday,TRUE,89.9411837855476,324.982641344802,244.428871611246,138.523531007126,85.6188586141792,
2013-10-18,FALSE,1,9.075,9,NA,Friday,TRUE,111.233698203856,321.70990029733,295.076856315502,154.060413787211,65.0176982906717,
2013-10-19,FALSE,7,9.45,9,NA,Saturday,FALSE,121.590860465012,379.7774092487,281.559213676245,218.403804936665,61.589080615236,
2013-10-20,FALSE,7,15.1875,8,21,Sunday,FALSE,70.1419855298474,437.66111375148,229.516910132085,184.738688804128,124.018841960182,
2013-10-21,FALSE,7,14.2625,8,61,Monday,FALSE,122.987868193302,312.390458346719,187.562777604076,158.600060112572,71.2443638417337,
2013-10-22,FALSE,2,17.6375,7,NA,Tuesday,FALSE,111.927088663048,367.731628638611,255.793613767243,124.349835290535,96.9923094777322,
2013-10-23,FALSE,6,17.675,9,NA,Wednesday,FALSE,125.816016210178,339.191026703081,271.192325022255,127.206231759846,94.6638761998211,
2013-10-24,FALSE,5,12.6875,12,61,Thursday,FALSE,123.163406361057,347.147339698928,246.175469323983,156.231332746406,95.9995140166535,41.8130384176761
2013-10-25,FALSE,7,11.8875,7,61,Friday,FALSE,113.661858634409,331.531922475238,262.479741759397,160.591057645463,70.0532365692146,16.4108759321994
2013-10-26,FALSE,5,16.775,10,21,Saturday,FALSE,161.678805315967,403.176380323358,260.812943526863,189.242202262172,63.040579010536,18.5744577876439
2013-10-27,FALSE,6,14.9875,16,65,Sunday,FALSE,102.355195816072,541.86792448218,292.452459619799,190.712737133049,186.537638448479,24.6400839236906
2013-10-28,FALSE,7,14.3625,29,63,Monday,FALSE,129.482192717092,358.47390890485,196.841869220639,133.336139828081,74.3238360664755,
2013-10-29,FALSE,7,10.775,17,63,Tuesday,FALSE,112.285893935052,343.382554561478,194.050358871373,140.485738793355,74.735898673334,43.5153660789191
2013-10-30,FALSE,6,10.4375,10,61,Wednesday,FALSE,121.506077008915,315.521819776895,295.266893345374,130.066409188398,48.1084083947754,38.8942676789686
2013-10-31,FALSE,5,11.1625,13,21,Thursday,FALSE,133.723541287582,297.251141804671,242.152859667865,131.888004220895,85.5171451600742,16.8022951787266
2013-11-01,FALSE,8,10.625,9,63,Friday,FALSE,100.182160485504,336.018177940212,273.370278323609,131.595462324601,91.3424292969203,48.6054000047875
2013-11-02,FALSE,8,8.8875,3,63,Saturday,FALSE,149.172348030766,433.411475491698,225.660926756768,196.1559913362,60.8349248921595,70.1309361215906
2013-11-03,FALSE,6,10.7,15,21,Sunday,FALSE,97.4532740046654,549.620047848044,250.834570281876,170.032963538546,128.473076323971,34.2580409055977
2013-11-04,FALSE,7,6.8375,7,63,Monday,FALSE,137.864260444157,269.386056106044,243.480688862574,127.268329765293,,17.8744198764574
2013-11-05,FALSE,4,8.9,12,61,Tuesday,FALSE,103.700267261952,247.501683917765,189.316339883043,103.887044199963,74.2946461688414,41.7139880995306
2013-11-06,FALSE,4,8.1375,12,63,Wednesday,FALSE,109.097001107423,273.952220004938,193.037644420427,79.0889861643745,64.0286940032467,50.5185888728345
2013-11-07,FALSE,6,9.5,10,61,Thursday,FALSE,118.470603286455,276.67098423661,225.684071441743,122.745430561521,67.2858927962349,50.2266196683466
2013-11-08,FALSE,3,9.325,9,NA,Friday,FALSE,132.796244239256,270.935184532938,208.931884105255,101.771889831401,65.3154182108296,53.5192500112591
2013-11-09,FALSE,5,7.7,16,63,Saturday,FALSE,99.9317959514759,391.257430539666,221.231762690697,136.287645125254,63.0232472685735,51.1297514715512
2013-11-10,FALSE,2,6.9875,12,63,Sunday,FALSE,108.561660295105,554.358848899602,338.893723228729,190.963900511964,176.522124121548,39.7377803974395
2013-11-11,FALSE,2,8.3125,5,NA,Monday,FALSE,124.580485617569,277.910909861899,242.681615020156,120.162641671644,76.1706634927456,62.3605448128483
2013-11-12,FALSE,7,5.9375,9,61,Tuesday,FALSE,111.970870543294,257.306498146673,196.457888917276,107.253206740507,49.0155893982333,41.3570335382478
2013-11-13,FALSE,1,8.8,12,0,Wednesday,FALSE,78.0382483442215,253.679516784304,243.067077049956,119.867748504171,65.8442679091616,65.0616903306825
2013-11-14,FALSE,5,6.9375,9,21,Thursday,FALSE,121.180219705286,252.672301244525,209.051190249137,69.8361305530764,57.5383042189858,44.8353611437005
2013-11-15,FALSE,7,6.45,6,21,Friday,FALSE,122.76929773359,261.631579072909,210.424923048355,93.6794869368266,51.4925840580978,61.0014708202482
2013-11-16,FALSE,8,8.875,12,NA,Saturday,FALSE,126.793397398979,388.456732659322,261.755181235489,137.151643129665,49.4223775237036,72.2449528103848
2013-11-17,FALSE,2,8.8875,8,0,Sunday,FALSE,74.3945185864517,585.360633461221,434.514684349967,219.230607681238,177.087584201101,37.9512648752007
2013-11-18,FALSE,7,6.65,5,63,Monday,FALSE,129.109032642028,271.38800449289,211.412460843845,91.0125010507372,49.8879972007333,64.8333393440256
2013-11-19,FALSE,8,5.8375,8,61,Tuesday,FALSE,106.906118646237,256.059323867932,175.243335348158,82.9422221901555,54.9978272171921,61.9559723571108
2013-11-20,FALSE,6,3.85,6,NA,Wednesday,FALSE,124.324612351715,254.568609014357,189.093245051335,97.7892812341537,78.1131998337016,70.0645170068576
2013-11-21,FALSE,2,3.275,8,10,Thursday,FALSE,144.359927455555,265.659732396587,188.007263743597,101.903925231963,58.3913411790683,95.3284808994841
2013-11-22,FALSE,7,5.375,10,21,Friday,FALSE,107.962731413831,264.858352033057,182.217584291959,93.0736046522105,57.7729401837321,111.068512845509
2013-11-23,FALSE,3,4.9125,6,NA,Saturday,FALSE,96.5196766761341,371.973598822071,208.761601079823,174.47896691478,91.899653481564,60.8486978870594
2013-11-24,FALSE,0,4.6,16,NA,Sunday,FALSE,76.4120061231823,563.703199691435,369.426275393692,256.642590494745,175.128357778932,90.7061638144903
2013-11-25,FALSE,0,3.7,10,NA,Monday,FALSE,129.81992805086,243.739175008053,243.044424030491,73.4033326848311,92.5228806731995,91.4526701439361
2013-11-26,FALSE,2,2.3125,6,NA,Tuesday,FALSE,123.431703158233,270.066780638125,246.470658207108,102.058774564762,57.5784741040714,87.9569789296446
2013-11-27,FALSE,8,7.3125,12,61,Wednesday,FALSE,93.5321454303922,249.98388856265,199.971144378813,73.1540919998792,78.1936852275363,60.3973679194948
2013-11-28,FALSE,2,8.025,18,NA,Thursday,FALSE,128.842426194061,245.157903548545,218.574938092632,111.25498488686,101.637479250916,90.6225992800748
2013-11-29,FALSE,8,5.9875,11,63,Friday,FALSE,104.966463375073,270.604986736201,198.643762741097,98.1353983496204,83.7787352392597,76.747514503209
2013-11-30,FALSE,7,5.525,10,20,Saturday,FALSE,104.09003869481,364.558396204025,184.670559295231,113.559536109209,,143.915450636457
2013-12-01,FALSE,5,8.6625,20,61,Sunday,FALSE,68.0762231823542,584.644687013588,251.171365445472,192.108648794295,140.686615291205,44.0077752087685
2013-12-02,FALSE,0,3.0625,4,10,Monday,FALSE,113.931498716313,278.664927166837,200.880829213958,112.729510161019,73.3221953360975,82.4652842288532
2013-12-03,FALSE,8,1.7125,6,28,Tuesday,FALSE,94.7658652080226,247.82662169358,187.803590029425,112.863485924238,68.5617336096169,65.9731311817255
2013-12-04,FALSE,7,5.85,11,63,Wednesday,FALSE,128.922855106228,267.381898238725,214.941099341808,118.598952445714,63.7021074904902,49.6036003125754
2013-12-05,FALSE,7,4.4625,24,63,Thursday,FALSE,120.974699669869,270.133710033378,190.110646923888,114.608744793432,66.2712031267702,128.169290294417
2013-12-06,FALSE,6,1.7875,25,73,Friday,FALSE,112.015650593347,242.429691903367,211.036554280616,72.7803476565256,81.3614647215711,70.4079048569509
2013-12-07,FALSE,5,1,11,22,Saturday,FALSE,121.408564819885,330.405150816589,194.816564885098,116.79937370528,61.3937929370576,80.1179141217449
2013-12-08,FALSE,8,6.975,16,63,Sunday,FALSE,36.2650169585334,502.371531950746,211.40480292494,169.017349331006,101.998231468739,41.6271818292862
2013-12-09,FALSE,7,9.2375,10,45,Monday,FALSE,134.680550018524,224.635145960176,170.524972886057,104.226092074174,66.1496191363994,85.9735669347355
2013-12-10,FALSE,7,7.1875,8,61,Tuesday,FALSE,104.352034970751,257.948246753247,149.431342843146,112.124568350855,60.8077382038886,67.8622027353327
2013-12-11,FALSE,7,5.025,9,10,Wednesday,FALSE,85.9079819233536,258.730733034518,155.814778301331,76.939456885603,49.7261823587047,36.8244763668639
2013-12-12,FALSE,8,2.525,8,28,Thursday,FALSE,88.2075449690532,246.420486617343,180.75061797104,99.2007093905854,62.7526558507983,104.880352148774
2013-12-13,FALSE,7,3.5375,6,61,Friday,FALSE,85.5324935340658,215.102454376754,181.364999270263,66.2056003249106,,90.0832446655234
2013-12-14,FALSE,7,3.0125,7,61,Saturday,FALSE,120.787742012371,327.613078777548,197.802586637735,103.130500344652,,99.8155116392742
2013-12-15,FALSE,8,7.925,12,61,Sunday,FALSE,71.5352172710921,564.33503068692,217.492553439895,188.326403909678,97.4825174374607,114.662454089235
2013-12-16,FALSE,8,8.775,12,NA,Monday,FALSE,120.791211521354,230.285819128034,157.392485896369,72.9462694852638,37.1897783267561,47.6501511414247
2013-12-17,FALSE,8,4.95,8,61,Tuesday,FALSE,74.6283250889016,261.524378936327,174.571555755812,88.8118459700858,69.9500582980743,60.5001349401418
2013-12-18,FALSE,7,6.85,8,10,Wednesday,FALSE,86.4115250991858,241.880289555687,183.895860880414,78.6704329646384,81.0249143151096,69.5040386540523
2013-12-19,FALSE,7,7.4,10,63,Thursday,FALSE,101.589644453608,265.154110289682,175.651475866415,66.4245588886188,79.0572340066618,89.4706690868603
2013-12-20,FALSE,7,5.2875,10,61,Friday,FALSE,114.601001275823,273.618541350621,187.406124646547,91.3320661013639,69.9295037876725,66.4826350991988
2013-12-21,FALSE,8,6.5625,13,63,Saturday,FALSE,124.541759682586,354.063657483224,191.007159526764,120.97859354729,63.5616525987563,98.5535495363417
2013-12-22,FALSE,7,8.1375,12,61,Sunday,FALSE,41.7300439888931,463.81219748514,236.081350951816,145.07834868862,138.655812124506,74.7138069947243
2013-12-23,FALSE,3,5.4875,10,NA,Monday,TRUE,183.608991270752,430.94267042062,221.057091994517,129.105729760414,60.8076590130824,109.827662725605
2013-12-24,FALSE,7,11.4375,18,61,Tuesday,TRUE,220.330670230618,531.778119659333,251.566250844717,131.060157748043,,61.36878208577
2013-12-25,NA,6,8.5625,13,21,Wednesday,TRUE,,,,,,
2013-12-26,NA,6,3.775,6,28,Thursday,TRUE,,,,,,
2013-12-27,FALSE,7,5.7625,15,63,Friday,TRUE,152.367434643543,433.889713549154,270.571377693833,155.11961993256,,34.5569447026584
2013-12-28,NA,7,7.0625,9,21,Saturday,TRUE,,,,,,
2013-12-29,FALSE,7,5.7125,9,63,Sunday,TRUE,131.267289010755,510.015069971101,292.517266268393,186.144873761997,175.489183127665,30.1718294542218
2013-12-30,FALSE,4,4.75,11,10,Monday,TRUE,126.58984459848,494.782420691912,454.376684162368,187.939016759106,,40.86384615436
2013-12-31,FALSE,4,5.0375,7,NA,Tuesday,TRUE,211.390838466052,586.131309693688,1625.69060128682,192.198716551642,,
2014-01-01,NA,5,4.5125,8,63,Wednesday,TRUE,,,,,,
2014-01-02,FALSE,7,6.25,9,63,Thursday,TRUE,153.166492227541,449.418219323415,257.525894400416,142.307970667817,71.7295837755931,35.620197470415
2014-01-03,FALSE,7,6.8375,10,63,Friday,TRUE,109.484763536521,405.814478197605,227.91315882647,99.6058148024772,111.358444084666,
2014-01-04,FALSE,5,6.9375,11,NA,Saturday,TRUE,116.250540066432,408.762961257816,262.179156885669,176.104155461342,104.673188597976,
2014-01-05,FALSE,7,6.1875,11,63,Sunday,TRUE,67.7899909491401,529.982266493949,242.820622344855,178.657856307418,124.764364378822,
2014-01-06,FALSE,7,7.9125,11,65,Monday,TRUE,146.911067784297,299.874480982131,247.848021036211,96.4413422236739,104.294206603332,
2014-01-07,FALSE,7,10.4375,13,NA,Tuesday,FALSE,147.5457609484,296.549615645128,211.332603686944,112.998810300322,79.4168862163993,
2014-01-08,FALSE,7,8.6375,15,63,Wednesday,FALSE,99.9068767897401,258.406939246541,225.800497171104,110.955888544422,82.3370153760945,
2014-01-09,FALSE,7,9.6125,16,61,Thursday,FALSE,113.541525918277,260.439674899334,243.430253024245,83.9980788562239,80.2711861838417,
2014-01-10,FALSE,7,6.6375,17,61,Friday,FALSE,119.05554059635,286.482721735479,218.497124848402,95.5815560630447,63.2504812118984,
2014-01-11,FALSE,7,5.5875,18,63,Saturday,FALSE,127.95986526115,384.22983618022,255.193769001422,135.297629284998,57.1201137737824,
