Datum;Warengruppe;Umsatz;KielerWoche;Bewoelkung;Temperatur;Windgeschwindigkeit;Wettercode;Wochentag;FerienSH
2017-09-16;Brot;237.243301445744;FALSE;8;11.9125;6;61;Saturday;FALSE
2017-09-16;Brötchen;447.940908680045;FALSE;8;11.9125;6;61;Saturday;FALSE
2017-09-16;Croissant;193.022942501051;FALSE;8;11.9125;6;61;Saturday;FALSE
2017-09-16;Konditorei;114.27823433352;FALSE;8;11.9125;6;61;Saturday;FALSE
2017-09-16;Kuchen;385.784960697173;FALSE;8;11.9125;6;61;Saturday;FALSE
2017-09-17;Brot;82.0164448112146;FALSE;7;15.25;7;61;Sunday;FALSE
2017-09-17;Brötchen;459.052266852698;FALSE;7;15.25;7;61;Sunday;FALSE
2017-09-17;Croissant;195.774732859287;FALSE;7;15.25;7;61;Sunday;FALSE
2017-09-17;Konditorei;164.495712817907;FALSE;7;15.25;7;61;Sunday;FALSE
2017-09-17;Kuchen;371.904519977965;FALSE;7;15.25;7;61;Sunday;FALSE
2017-09-18;Brot;135.443041598007;FALSE;2;15.075;4;0;Monday;FALSE
2017-09-18;Brötchen;327.604747777746;FALSE;2;15.075;4;0;Monday;FALSE
2017-09-18;Croissant;131.530895423782;FALSE;2;15.075;4;0;Monday;FALSE
2017-09-18;Konditorei;112.819459460053;FALSE;2;15.075;4;0;Monday;FALSE
2017-09-18;Kuchen;241.442718410661;FALSE;2;15.075;4;0;Monday;FALSE
2017-09-19;Brot;127.007001847412;FALSE;5;14.3875;8;65;Tuesday;FALSE
2017-09-19;Brötchen;350.796085891856;FALSE;5;14.3875;8;65;Tuesday;FALSE
2017-09-19;Croissant;144.234841083315;FALSE;5;14.3875;8;65;Tuesday;FALSE
2017-09-19;Konditorei;96.1737438086227;FALSE;5;14.3875;8;65;Tuesday;FALSE
2017-09-19;Kuchen;286.987625514626;FALSE;5;14.3875;8;65;Tuesday;FALSE
2017-09-20;Brot;99.1792684718788;FALSE;7;14.225;10;61;Wednesday;FALSE
2017-09-20;Brötchen;327.316885604123;FALSE;7;14.225;10;61;Wednesday;FALSE
2017-09-20;Croissant;115.927685099343;FALSE;7;14.225;10;61;Wednesday;FALSE
2017-09-20;Konditorei;90.6379930185149;FALSE;7;14.225;10;61;Wednesday;FALSE
2017-09-20;Kuchen;279.232234751958;FALSE;7;14.225;10;61;Wednesday;FALSE
2017-09-21;Brot;134.427589001166;FALSE;4;16.9625;7;10;Thursday;FALSE
2017-09-21;Brötchen;346.445711767799;FALSE;4;16.9625;7;10;Thursday;FALSE
2017-09-21;Croissant;108.826272548998;FALSE;4;16.9625;7;10;Thursday;FALSE
2017-09-21;Konditorei;87.4565566491421;FALSE;4;16.9625;7;10;Thursday;FALSE
2017-09-21;Kuchen;233.781957431054;FALSE;4;16.9625;7;10;Thursday;FALSE
2017-09-22;Brot;175.906900532966;FALSE;1;15.5875;8;0;Friday;FALSE
2017-09-22;Brötchen;333.5839216348;FALSE;1;15.5875;8;0;Friday;FALSE
2017-09-22;Croissant;144.065633119975;FALSE;1;15.5875;8;0;Friday;FALSE
2017-09-22;Konditorei;124.437971009734;FALSE;1;15.5875;8;0;Friday;FALSE
2017-09-22;Kuchen;298.224387910597;FALSE;1;15.5875;8;0;Friday;FALSE
2017-09-23;Brot;179.921676845873;FALSE;0;15.85;9;0;Saturday;FALSE
2017-09-23;Brötchen;473.504862819239;FALSE;0;15.85;9;0;Saturday;FALSE
2017-09-23;Croissant;195.24208410893;FALSE;0;15.85;9;0;Saturday;FALSE
2017-09-23;Konditorei;115.424979093864;FALSE;0;15.85;9;0;Saturday;FALSE
2017-09-23;Kuchen;309.402162505762;FALSE;0;15.85;9;0;Saturday;FALSE
2017-09-24;Brot;101.793277925589;FALSE;7;15.8125;9;53;Sunday;FALSE
2017-09-24;Brötchen;458.465028172516;FALSE;7;15.8125;9;53;Sunday;FALSE
2017-09-24;Croissant;168.835249992403;FALSE;7;15.8125;9;53;Sunday;FALSE
2017-09-24;Konditorei;127.401678704986;FALSE;7;15.8125;9;53;Sunday;FALSE
2017-09-24;Kuchen;286.951029790191;FALSE;7;15.8125;9;53;Sunday;FALSE
2017-09-25;Brot;129.709113092244;FALSE;6;16.225;15;21;Monday;FALSE
2017-09-25;Brötchen;333.725438872592;FALSE;6;16.225;15;21;Monday;FALSE
2017-09-25;Croissant;158.524062603881;FALSE;6;16.225;15;21;Monday;FALSE
2017-09-25;Konditorei;74.3141459605716;FALSE;6;16.225;15;21;Monday;FALSE
2017-09-25;Kuchen;209.770076292486;FALSE;6;16.225;15;21;Monday;FALSE
2017-09-26;Brot;151.541843015799;FALSE;7;15.725;12;10;Tuesday;FALSE
2017-09-26;Brötchen;340.433148310897;FALSE;7;15.725;12;10;Tuesday;FALSE
2017-09-26;Croissant;114.213523180779;FALSE;7;15.725;12;10;Tuesday;FALSE
2017-09-26;Konditorei;94.6818951864422;FALSE;7;15.725;12;10;Tuesday;FALSE
2017-09-26;Kuchen;251.23625399;FALSE;7;15.725;12;10;Tuesday;FALSE
2017-09-27;Brot;116.379484184452;FALSE;7;16.575;10;61;Wednesday;FALSE
2017-09-27;Brötchen;321.728513800716;FALSE;7;16.575;10;61;Wednesday;FALSE
2017-09-27;Croissant;118.849058358723;FALSE;7;16.575;10;61;Wednesday;FALSE
2017-09-27;Konditorei;133.989626407905;FALSE;7;16.575;10;61;Wednesday;FALSE
2017-09-27;Kuchen;269.32389585869;FALSE;7;16.575;10;61;Wednesday;FALSE
2017-09-28;Brot;146.167521804;FALSE;7;15.1125;7;21;Thursday;FALSE
2017-09-28;Brötchen;298.418454994531;FALSE;7;15.1125;7;21;Thursday;FALSE
2017-09-28;Croissant;119.879433080393;FALSE;7;15.1125;7;21;Thursday;FALSE
2017-09-28;Konditorei;82.4398329280654;FALSE;7;15.1125;7;21;Thursday;FALSE
2017-09-28;Kuchen;216.18337274071;FALSE;7;15.1125;7;21;Thursday;FALSE
2017-09-29;Brot;112.98521998769;FALSE;2;19.1;6;10;Friday;FALSE
2017-09-29;Brötchen;294.899530794863;FALSE;2;19.1;6;10;Friday;FALSE
2017-09-29;Croissant;113.025254908963;FALSE;2;19.1;6;10;Friday;FALSE
2017-09-29;Konditorei;71.2151385609368;FALSE;2;19.1;6;10;Friday;FALSE
2017-09-29;Kuchen;183.336062025461;FALSE;2;19.1;6;10;Friday;FALSE
2017-09-30;Brot;161.771261258553;FALSE;7;15.1125;6;61;Saturday;FALSE
2017-09-30;Brötchen;462.219387511129;FALSE;7;15.1125;6;61;Saturday;FALSE
2017-09-30;Croissant;199.168307941388;FALSE;7;15.1125;6;61;Saturday;FALSE
2017-09-30;Konditorei;112.086476181802;FALSE;7;15.1125;6;61;Saturday;FALSE
2017-09-30;Kuchen;252.771674208015;FALSE;7;15.1125;6;61;Saturday;FALSE
2017-10-01;Brot;60.9824772636814;FALSE;2;16.2875;6;NA;Sunday;FALSE
2017-10-01;Brötchen;482.460028588969;FALSE;2;16.2875;6;NA;Sunday;FALSE
2017-10-01;Croissant;192.233926785817;FALSE;2;16.2875;6;NA;Sunday;FALSE
2017-10-01;Konditorei;119.721159552674;FALSE;2;16.2875;6;NA;Sunday;FALSE
2017-10-01;Kuchen;290.957200506203;FALSE;2;16.2875;6;NA;Sunday;FALSE
2017-10-02;Brot;179.554452580413;FALSE;6;15.15;13;61;Monday;FALSE
2017-10-02;Brötchen;416.188671695034;FALSE;6;15.15;13;61;Monday;FALSE
2017-10-02;Croissant;143.835940803814;FALSE;6;15.15;13;61;Monday;FALSE
2017-10-02;Konditorei;126.071295121593;FALSE;6;15.15;13;61;Monday;FALSE
2017-10-02;Kuchen;320.747988356239;FALSE;6;15.15;13;61;Monday;FALSE
2017-10-03;Brot;66.3554760876056;FALSE;5;14.2625;14;61;Tuesday;FALSE
2017-10-03;Brötchen;430.516526724611;FALSE;5;14.2625;14;61;Tuesday;FALSE
2017-10-03;Croissant;217.380094748713;FALSE;5;14.2625;14;61;Tuesday;FALSE
2017-10-03;Konditorei;101.792055481683;FALSE;5;14.2625;14;61;Tuesday;FALSE
2017-10-03;Kuchen;284.291202178128;FALSE;5;14.2625;14;61;Tuesday;FALSE
2017-10-04;Brot;125.991807553769;FALSE;NA;NA;NA;NA;Wednesday;FALSE
2017-10-04;Brötchen;346.167979112914;FALSE;NA;NA;NA;NA;Wednesday;FALSE
2017-10-04;Croissant;134.834527047858;FALSE;NA;NA;NA;NA;Wednesday;FALSE
2017-10-04;Konditorei;115.678569385776;FALSE;NA;NA;NA;NA;Wednesday;FALSE
2017-10-04;Kuchen;222.932328659137;FALSE;NA;NA;NA;NA;Wednesday;FALSE
2017-10-05;Brot;146.081884421956;FALSE;NA;NA;NA;NA;Thursday;FALSE
2017-10-05;Brötchen;363.881685966128;FALSE;NA;NA;NA;NA;Thursday;FALSE
2017-10-05;Croissant;116.285411682653;FALSE;NA;NA;NA;NA;Thursday;FALSE
2017-10-05;Konditorei;70.4858285269834;FALSE;NA;NA;NA;NA;Thursday;FALSE
2017-10-05;Kuchen;157.712941182534;FALSE;NA;NA;NA;NA;Thursday;FALSE
2017-10-06;Brot;143.098736564958;FALSE;1;13.8875;13;3;Friday;FALSE
2017-10-06;Brötchen;352.324966147355;FALSE;1;13.8875;13;3;Friday;FALSE
2017-10-06;Croissant;182.509589084762;FALSE;1;13.8875;13;3;Friday;FALSE
2017-10-06;Konditorei;103.16144725653;FALSE;1;13.8875;13;3;Friday;FALSE
2017-10-06;Kuchen;240.141151489344;FALSE;1;13.8875;13;3;Friday;FALSE
2017-10-07;Brot;167.83160335014;FALSE;7;10.65;10;61;Saturday;FALSE
2017-10-07;Brötchen;430.659601825742;FALSE;7;10.65;10;61;Saturday;FALSE
2017-10-07;Croissant;158.797795995899;FALSE;7;10.65;10;61;Saturday;FALSE
2017-10-07;Konditorei;103.650210918019;FALSE;7;10.65;10;61;Saturday;FALSE
2017-10-07;Kuchen;203.274980317166;FALSE;7;10.65;10;61;Saturday;FALSE
2017-10-08;Brot;86.952830438685;FALSE;0;12.025;12;5;Sunday;FALSE
2017-10-08;Brötchen;418.348640476775;FALSE;0;12.025;12;5;Sunday;FALSE
2017-10-08;Croissant;197.551472109883;FALSE;0;12.025;12;5;Sunday;FALSE
2017-10-08;Konditorei;118.938664337959;FALSE;0;12.025;12;5;Sunday;FALSE
2017-10-08;Kuchen;291.121674749828;FALSE;0;12.025;12;5;Sunday;FALSE
2017-10-09;Brot;191.429657344589;FALSE;5;12.475;8;20;Monday;FALSE
2017-10-09;Brötchen;346.977530455896;FALSE;5;12.475;8;20;Monday;FALSE
2017-10-09;Croissant;154.444133074439;FALSE;5;12.475;8;20;Monday;FALSE
2017-10-09;Konditorei;76.1177358620485;FALSE;5;12.475;8;20;Monday;FALSE
2017-10-09;Kuchen;249.608625916003;FALSE;5;12.475;8;20;Monday;FALSE
2017-10-10;Brot;121.017707851263;FALSE;7;14.05;9;63;Tuesday;FALSE
2017-10-10;Brötchen;351.217908832379;FALSE;7;14.05;9;63;Tuesday;FALSE
2017-10-10;Croissant;136.717885778752;FALSE;7;14.05;9;63;Tuesday;FALSE
2017-10-10;Konditorei;110.661209951436;FALSE;7;14.05;9;63;Tuesday;FALSE
2017-10-10;Kuchen;226.822208607871;FALSE;7;14.05;9;63;Tuesday;FALSE
2017-10-11;Brot;114.734152340098;FALSE;7;14.6375;12;63;Wednesday;FALSE
2017-10-11;Brötchen;336.813478750163;FALSE;7;14.6375;12;63;Wednesday;FALSE
2017-10-11;Croissant;143.576179857152;FALSE;7;14.6375;12;63;Wednesday;FALSE
2017-10-11;Konditorei;90.6871368907518;FALSE;7;14.6375;12;63;Wednesday;FALSE
2017-10-11;Kuchen;184.755380176755;FALSE;7;14.6375;12;63;Wednesday;FALSE
2017-10-12;Brot;107.921714219622;FALSE;6;13.1875;24;21;Thursday;FALSE
2017-10-12;Brötchen;382.367462848501;FALSE;6;13.1875;24;21;Thursday;FALSE
2017-10-12;Croissant;129.59251192239;FALSE;6;13.1875;24;21;Thursday;FALSE
2017-10-12;Konditorei;109.42439769063;FALSE;6;13.1875;24;21;Thursday;FALSE
2017-10-12;Kuchen;251.400414606129;FALSE;6;13.1875;24;21;Thursday;FALSE
2017-10-13;Brot;118.292462064717;FALSE;6;14.1625;8;10;Friday;FALSE
2017-10-13;Brötchen;309.8633490044;FALSE;6;14.1625;8;10;Friday;FALSE
2017-10-13;Croissant;132.704804056338;FALSE;6;14.1625;8;10;Friday;FALSE
2017-10-13;Konditorei;96.1391372363473;FALSE;6;14.1625;8;10;Friday;FALSE
2017-10-13;Kuchen;228.234419368223;FALSE;6;14.1625;8;10;Friday;FALSE
2017-10-14;Brot;108.712927737647;FALSE;8;15.7625;12;61;Saturday;FALSE
2017-10-14;Brötchen;434.467341639047;FALSE;8;15.7625;12;61;Saturday;FALSE
2017-10-14;Croissant;182.698409922186;FALSE;8;15.7625;12;61;Saturday;FALSE
2017-10-14;Konditorei;105.880424204381;FALSE;8;15.7625;12;61;Saturday;FALSE
2017-10-14;Kuchen;281.010411691744;FALSE;8;15.7625;12;61;Saturday;FALSE
2017-10-15;Brot;67.7430137509284;FALSE;2;17.8125;5;28;Sunday;FALSE
2017-10-15;Brötchen;344.48636003095;FALSE;2;17.8125;5;28;Sunday;FALSE
2017-10-15;Croissant;200.173958033241;FALSE;2;17.8125;5;28;Sunday;FALSE
2017-10-15;Konditorei;110.59613031501;FALSE;2;17.8125;5;28;Sunday;FALSE
2017-10-15;Kuchen;291.366018115848;FALSE;2;17.8125;5;28;Sunday;FALSE
2017-10-16;Brot;108.129612539979;FALSE;5;17.9375;7;10;Monday;TRUE
2017-10-16;Brötchen;313.414024678493;FALSE;5;17.9375;7;10;Monday;TRUE
2017-10-16;Croissant;145.289158357804;FALSE;5;17.9375;7;10;Monday;TRUE
2017-10-16;Konditorei;65.28304080857;FALSE;5;17.9375;7;10;Monday;TRUE
2017-10-16;Kuchen;234.501209431174;FALSE;5;17.9375;7;10;Monday;TRUE
2017-10-17;Brot;77.2429740379052;FALSE;7;14.725;13;NA;Tuesday;TRUE
2017-10-17;Brötchen;314.894199026618;FALSE;7;14.725;13;NA;Tuesday;TRUE
2017-10-17;Croissant;130.299861591434;FALSE;7;14.725;13;NA;Tuesday;TRUE
2017-10-17;Konditorei;99.9413715060664;FALSE;7;14.725;13;NA;Tuesday;TRUE
2017-10-17;Kuchen;243.654436807116;FALSE;7;14.725;13;NA;Tuesday;TRUE
2017-10-18;Brot;107.716445777842;FALSE;4;14.8125;6;0;Wednesday;TRUE
2017-10-18;Brötchen;291.300108482409;FALSE;4;14.8125;6;0;Wednesday;TRUE
2017-10-18;Croissant;74.7107878746184;FALSE;4;14.8125;6;0;Wednesday;TRUE
2017-10-18;Konditorei;73.6351679261642;FALSE;4;14.8125;6;0;Wednesday;TRUE
2017-10-18;Kuchen;252.221751760971;FALSE;4;14.8125;6;0;Wednesday;TRUE
2017-10-19;Brot;102.017092600254;FALSE;6;14.85;9;10;Thursday;TRUE
2017-10-19;Brötchen;306.426761381544;FALSE;6;14.85;9;10;Thursday;TRUE
2017-10-19;Croissant;111.931942698069;FALSE;6;14.85;9;10;Thursday;TRUE
2017-10-19;Konditorei;88.9842612034695;FALSE;6;14.85;9;10;Thursday;TRUE
2017-10-19;Kuchen;248.139879342767;FALSE;6;14.85;9;10;Thursday;TRUE
2017-10-20;Brot;117.637336559248;FALSE;7;14.175;6;61;Friday;TRUE
2017-10-20;Brötchen;326.510780245307;FALSE;7;14.175;6;61;Friday;TRUE
2017-10-20;Croissant;109.021173861092;FALSE;7;14.175;6;61;Friday;TRUE
2017-10-20;Konditorei;88.789735684959;FALSE;7;14.175;6;61;Friday;TRUE
2017-10-20;Kuchen;245.085584097377;FALSE;7;14.175;6;61;Friday;TRUE
2017-10-21;Brot;113.579118312875;FALSE;7;13.0375;6;61;Saturday;TRUE
2017-10-21;Brötchen;452.875625104392;FALSE;7;13.0375;6;61;Saturday;TRUE
2017-10-21;Croissant;179.980745710425;FALSE;7;13.0375;6;61;Saturday;TRUE
2017-10-21;Konditorei;71.9549799025099;FALSE;7;13.0375;6;61;Saturday;TRUE
2017-10-21;Kuchen;283.147732419059;FALSE;7;13.0375;6;61;Saturday;TRUE
2017-10-22;Brot;102.271847780682;FALSE;7;11.025;7;61;Sunday;TRUE
2017-10-22;Brötchen;404.973329492274;FALSE;7;11.025;7;61;Sunday;TRUE
2017-10-22;Croissant;159.184270234296;FALSE;7;11.025;7;61;Sunday;TRUE
2017-10-22;Konditorei;141.570674941224;FALSE;7;11.025;7;61;Sunday;TRUE
2017-10-22;Kuchen;310.598534350843;FALSE;7;11.025;7;61;Sunday;TRUE
2017-10-23;NA;NA;NA;7;11.95;8;61;Monday;TRUE
2017-10-24;Brot;101.985508618079;FALSE;7;11.925;8;61;Tuesday;TRUE
2017-10-24;Brötchen;310.956784627679;FALSE;7;11.925;8;61;Tuesday;TRUE
2017-10-24;Croissant;168.714295010565;FALSE;7;11.925;8;61;Tuesday;TRUE
2017-10-24;Konditorei;75.4340794492615;FALSE;7;11.925;8;61;Tuesday;TRUE
2017-10-24;Kuchen;235.057967677447;FALSE;7;11.925;8;61;Tuesday;TRUE
2017-10-25;Brot;112.868099610742;FALSE;7;14.225;16;61;Wednesday;TRUE
2017-10-25;Brötchen;285.058191402963;FALSE;7;14.225;16;61;Wednesday;TRUE
2017-10-25;Croissant;99.2054913352785;FALSE;7;14.225;16;61;Wednesday;TRUE
2017-10-25;Konditorei;75.9440236567326;FALSE;7;14.225;16;61;Wednesday;TRUE
2017-10-25;Kuchen;237.570580195407;FALSE;7;14.225;16;61;Wednesday;TRUE
2017-10-26;Brot;121.902300059386;FALSE;5;13.475;12;NA;Thursday;TRUE
2017-10-26;Brötchen;342.851565447742;FALSE;5;13.475;12;NA;Thursday;TRUE
2017-10-26;Croissant;127.4897858151;FALSE;5;13.475;12;NA;Thursday;TRUE
2017-10-26;Konditorei;69.2166148870859;FALSE;5;13.475;12;NA;Thursday;TRUE
2017-10-26;Kuchen;211.310572068957;FALSE;5;13.475;12;NA;Thursday;TRUE
2017-10-27;Brot;176.844444234551;FALSE;4;11.95;13;NA;Friday;TRUE
2017-10-27;Brötchen;362.44637478017;FALSE;4;11.95;13;NA;Friday;TRUE
2017-10-27;Croissant;158.940547107601;FALSE;4;11.95;13;NA;Friday;TRUE
2017-10-27;Konditorei;84.9729009630813;FALSE;4;11.95;13;NA;Friday;TRUE
2017-10-27;Kuchen;270.124179027441;FALSE;4;11.95;13;NA;Friday;TRUE
2017-10-28;Brot;111.918783184116;FALSE;7;11.2125;17;61;Saturday;FALSE
2017-10-28;Brötchen;456.630686137661;FALSE;7;11.2125;17;61;Saturday;FALSE
2017-10-28;Croissant;168.991639733113;FALSE;7;11.2125;17;61;Saturday;FALSE
2017-10-28;Konditorei;84.7181597046104;FALSE;7;11.2125;17;61;Saturday;FALSE
2017-10-28;Kuchen;294.86190808903;FALSE;7;11.2125;17;61;Saturday;FALSE
2017-10-29;Brot;66.1429955598758;FALSE;2;9.9;20;21;Sunday;FALSE
2017-10-29;Brötchen;448.514219873353;FALSE;2;9.9;20;21;Sunday;FALSE
2017-10-29;Croissant;181.682933849936;FALSE;2;9.9;20;21;Sunday;FALSE
2017-10-29;Konditorei;188.060080793949;FALSE;2;9.9;20;21;Sunday;FALSE
2017-10-29;Kuchen;288.883204317746;FALSE;2;9.9;20;21;Sunday;FALSE
2017-10-30;Brot;203.761620898018;FALSE;NA;8.1;11;NA;Monday;FALSE
2017-10-30;Brötchen;485.119995266557;FALSE;NA;8.1;11;NA;Monday;FALSE
2017-10-30;Croissant;167.722925454718;FALSE;NA;8.1;11;NA;Monday;FALSE
2017-10-30;Konditorei;112.065132966806;FALSE;NA;8.1;11;NA;Monday;FALSE
2017-10-30;Kuchen;349.552126584613;FALSE;NA;8.1;11;NA;Monday;FALSE
2017-10-30;Saisonbrot;64.6372397047353;FALSE;NA;8.1;11;NA;Monday;FALSE
2017-10-31;NA;NA;NA;NA;8.925;7;NA;Tuesday;FALSE
2017-11-01;Brot;159.909558679611;FALSE;NA;12.975;12;NA;Wednesday;FALSE
2017-11-01;Brötchen;333.775763857183;FALSE;NA;12.975;12;NA;Wednesday;FALSE
2017-11-01;Croissant;150.785546328459;FALSE;NA;12.975;12;NA;Wednesday;FALSE
2017-11-01;Konditorei;98.0318713367873;FALSE;NA;12.975;12;NA;Wednesday;FALSE
2017-11-01;Kuchen;225.046455806744;FALSE;NA;12.975;12;NA;Wednesday;FALSE
2017-11-01;Saisonbrot;23.8681794994192;FALSE;NA;12.975;12;NA;Wednesday;FALSE
2017-11-02;Brot;121.440397431826;FALSE;NA;11.6875;13;NA;Thursday;FALSE
2017-11-02;Brötchen;289.928187173423;FALSE;NA;11.6875;13;NA;Thursday;FALSE
2017-11-02;Croissant;116.996797595654;FALSE;NA;11.6875;13;NA;Thursday;FALSE
2017-11-02;Konditorei;88.1013345443344;FALSE;NA;11.6875;13;NA;Thursday;FALSE
2017-11-02;Kuchen;211.038003898981;FALSE;NA;11.6875;13;NA;Thursday;FALSE
2017-11-02;Saisonbrot;44.0295290260757;FALSE;NA;11.6875;13;NA;Thursday;FALSE
2017-11-03;Brot;117.326070326731;FALSE;NA;9.4375;7;NA;Friday;FALSE
2017-11-03;Brötchen;317.661008764793;FALSE;NA;9.4375;7;NA;Friday;FALSE
2017-11-03;Croissant;139.056024233269;FALSE;NA;9.4375;7;NA;Friday;FALSE
2017-11-03;Konditorei;106.096523245485;FALSE;NA;9.4375;7;NA;Friday;FALSE
2017-11-03;Kuchen;222.547233588861;FALSE;NA;9.4375;7;NA;Friday;FALSE
2017-11-03;Saisonbrot;37.8268031111705;FALSE;NA;9.4375;7;NA;Friday;FALSE
2017-11-04;Brot;133.795153821829;FALSE;NA;10.2625;5;NA;Saturday;FALSE
2017-11-04;Brötchen;400.040015894834;FALSE;NA;10.2625;5;NA;Saturday;FALSE
2017-11-04;Croissant;133.306013237031;FALSE;NA;10.2625;5;NA;Saturday;FALSE
2017-11-04;Konditorei;109.222501265096;FALSE;NA;10.2625;5;NA;Saturday;FALSE
2017-11-04;Kuchen;238.74868723471;FALSE;NA;10.2625;5;NA;Saturday;FALSE
2017-11-04;Saisonbrot;36.8568923709382;FALSE;NA;10.2625;5;NA;Saturday;FALSE
2017-11-05;Brot;79.0166720053485;FALSE;NA;9.8;8;NA;Sunday;FALSE
2017-11-05;Brötchen;452.165131137755;FALSE;NA;9.8;8;NA;Sunday;FALSE
2017-11-05;Croissant;186.212899596096;FALSE;NA;9.8;8;NA;Sunday;FALSE
2017-11-05;Konditorei;124.299324033764;FALSE;NA;9.8;8;NA;Sunday;FALSE
2017-11-05;Kuchen;238.177696155918;FALSE;NA;9.8;8;NA;Sunday;FALSE
2017-11-05;Saisonbrot;28.3820956676204;FALSE;NA;9.8;8;NA;Sunday;FALSE
2017-11-06;Brot;111.224695011903;FALSE;NA;8.2125;7;NA;Monday;FALSE
2017-11-06;Brötchen;227.298126378115;FALSE;NA;8.2125;7;NA;Monday;FALSE
2017-11-06;Croissant;82.2028274771961;FALSE;NA;8.2125;7;NA;Monday;FALSE
2017-11-06;Konditorei;111.788238328584;FALSE;NA;8.2125;7;NA;Monday;FALSE
2017-11-06;Kuchen;183.512613245384;FALSE;NA;8.2125;7;NA;Monday;FALSE
2017-11-06;Saisonbrot;56.8173975212702;FALSE;NA;8.2125;7;NA;Monday;FALSE
2017-11-07;Brot;83.177904930265;FALSE;NA;6.7875;5;NA;Tuesday;FALSE
2017-11-07;Brötchen;247.370645548107;FALSE;NA;6.7875;5;NA;Tuesday;FALSE
2017-11-07;Croissant;81.7604387640664;FALSE;NA;6.7875;5;NA;Tuesday;FALSE
2017-11-07;Konditorei;86.9727880092749;FALSE;NA;6.7875;5;NA;Tuesday;FALSE
2017-11-07;Kuchen;209.558055324474;FALSE;NA;6.7875;5;NA;Tuesday;FALSE
2017-11-07;Saisonbrot;39.7253764673138;FALSE;NA;6.7875;5;NA;Tuesday;FALSE
2017-11-08;Brot;79.2557790596025;FALSE;NA;8.625;9;NA;Wednesday;FALSE
2017-11-08;Brötchen;231.568334395068;FALSE;NA;8.625;9;NA;Wednesday;FALSE
2017-11-08;Croissant;80.2883384254973;FALSE;NA;8.625;9;NA;Wednesday;FALSE
2017-11-08;Konditorei;57.4307648731101;FALSE;NA;8.625;9;NA;Wednesday;FALSE
2017-11-08;Kuchen;158.471260467753;FALSE;NA;8.625;9;NA;Wednesday;FALSE
2017-11-08;Saisonbrot;32.9732470744695;FALSE;NA;8.625;9;NA;Wednesday;FALSE
2017-11-09;Brot;120.473812071173;FALSE;6;8.55;9;10;Thursday;FALSE
2017-11-09;Brötchen;214.192421886817;FALSE;6;8.55;9;10;Thursday;FALSE
2017-11-09;Croissant;90.82647031893;FALSE;6;8.55;9;10;Thursday;FALSE
2017-11-09;Konditorei;85.9012447876685;FALSE;6;8.55;9;10;Thursday;FALSE
2017-11-09;Kuchen;186.82204280255;FALSE;6;8.55;9;10;Thursday;FALSE
